"","Acacia","Acalypha","Acanthaceae","Achyranthes","Acronychia","Acrostichum","Agathis","Agathis.australis","Aleurites","Alphitonia","Alternanthera","Alyxia","Amaranthaceae","Amaranthus","Anacardiaceae","Anacolosa","Annonaceae","Anthoceros","Antidesma","Antirhea","Apiaceae","Apium","Apium.prostratum","Apocynaceae","Araceae","Araliaceae","Araucaria","Ardisia","Arecaceae","Argophyllaceae","Aristotelia","Arytera","Ascarina","Ascarina.lucida","Aspleniaceae","Asplenium","Astelia","Asteraceae","Asteroideae","Avicennia","Baccaurea","Balanops","Barringtonia","Bignoniaceae","Bischofia","Blechnum","Blyxa","Brassicaceae","Bryosporis.problematicus","Burseraceae","Cal_yrs_BP","Callitriche","Callitris","Calophyllum","Calycosia","Calystegia","Canarium","Canavalia","Caprifoliaceae","Cardiopteridaceae","Cardiospermum","Carex","Caryophyllaceae","Casuarina","Casuarinaceae","Celtis","Cerberiopsis","Cichorioideae","Claoxylon","Clematis","Clusiaceae","Cocos","Cocos.nucifera","Codia","Colocasia","Colocasia.esculenta","Combretaceae","Commelina","Commersonia","Convolvulaceae","Coprosma","Cordyline","Coriaria","Corynocarpus","Cunoniaceae","Cupaniopsis","Cuphea","Cyathea","Cyatheaceae","Cyathula","Cyclophyllum.barbatum","Cyperaceae","Cyperus","Cyrtandra","Dacrycarpus","Dacrycarpus.dacrydioides","Dacrydium","Dacrydium.cupressinum","Decaisnina.forsteriana","Decaspermum","Desmodium","Dianella","Dicksonia","Dicranopteris","Dicranopteris.linearis","Dillenia","Dilleniaceae","Diospyros","Dodonaea","Dodonaea.viscosa","Dolicholobium","Dracaena","Dysoxylum","Elaeocarpaceae","Elaeocarpus","Elattostachys","Eleocharis","Embelia","Endospermum","Epacrideae","Ericaceae","Erythrina","Erythrina.variegata","Escalloniaceae","Euodia","Euphorbia","Euphorbiaceae","Excoecaria","Exocarpos","Fabaceae","Fagraea","Ficus","Fimbristylis","Flagellaria","Flagellariaceae","Freycinetia","Garcinia","Gardenia","Garuga","Geniostoma","Geranium","Gesneriaceae","Glochidion","Gonocarpus","Goodeniaceae","Grewia","Group.1","Guettarda","Guioa","Gunneraceae","Gymnosporia","Gymnostoma","Haloragaceae","Haloragis","Hedycarya","Hemionitis","Heritiera","Hernandia","Hibbertia","Hibiscus","Histiopteris.incisa","Homalanthus","Homalium","Huperzia.varia","Hymenophyllaceae","Hymenophyllum","Hypolepis","Ilex","Ipomoea","Ixora","Jasminum","Joinvillea","Juncus","Knightia","Lamiaceae","Lauraceae","Laurelia","Lecythidaceae","Leea","Lepironia","Lepisorus","Leptospermum","Leucas","Libocedrus","Liliaceae","Lindsaeaceae","Loganiaceae","Longetia","Loranthaceae","Ludwigia","Lycopodiaceae","Lycopodiella","Lycopodiella.cernua","Lycopodiella.lateralis","Lycopodium","Lycopodium.scariosum","Lygodium","Macaranga","Machaerina","Maesa","Mallotus","Malpighiaceae","Malvaceae","Marattiaceae","Maytenus","Medinilla","Melaleuca","Melastoma","Melastomataceae","Meliaceae","Melicope","Melicytus","Melochia","Meryta","Metrosideros","Metroxylon","Metroxylon.vitiense","Microsorum","Momordica","Monimiaceae","Moraceae","Morinda","Muehlenbeckia","Mussaenda","Myoporum","Myoporum.rapense","Myriophyllum","Myristica","Myrsine","Myrtaceae","Neonauclea","Neopanax.arboreus","Nepenthes","Nestegis","Neuburgia","Nothofagus","Nymphoides","Nymphoides.indica","Olacaceae","Oleaceae","Olearia.colensoi","Onagraceae","Ophioglossum","Ophiorrhiza","Orchidaceae","Oxalis","Paesia","Palaquium","Pandanaceae","Pandanus","Pandanus.tectorius","Parinari","Parsonsia","Pectinopitys.ferruginea","Pemphis","Phaleria","Phormium","Phyllanthaceae","Phyllanthus","Phyllocladus","Phytolaccaceae","Pinaceae","Pinus","Piper","Pisonia","Pittosporum","Planchonella","Plantago","Plantago.lanceolata","Plerandra","Plicosepalus","Poaceae","Podocarpaceae","Podocarpus","Polygala","Polygonaceae","Polygonum","Polypodiaceae","Polypodium","Polyscias","Portulacaceae","Potamogeton","Premna","Primulaceae","Proteaceae","Prumnopitys.taxifolia","Psidium.guajava","Psilotum","Psychotria","Pteridaceae","Pteridium","Pteridium.esculentum","Pteris","Pteris.berteroana","Pteris.tremula","Pyrrosia","Quintinia","Randia","Ranunculaceae","Ranunculus","Rauvolfia","Restionaceae","Rhamnaceae","Rhizophora","Rhizophoraceae","Rhopalostylis.sapida","Rhus","Rosaceae","Rubiaceae","Rubus","Rumex","Rutaceae","Salacia","Salicaceae","Santalaceae","Sapindaceae","Sapotaceae","Saurauia","Scaevola","Scaevola.taccada","Schefflera","Schizaea","Schoenus","Scirpus","Selaginella","Selaginella.kraussiana","Sigesbeckia.orientalis","Simaroubaceae","Site","Sloanea","Solanaceae","Solanum","Sonchus","Sophora","Sophora.tomentosa","Stachytarpheta","Stenochlaena","Stenochlaena.palustris","Streblus","Symplocaceae","Symplocos","Syzygium","Tapeinosperma","Terminalia","Thelypteris","Thymelaeaceae","Timonius","Tournefortia","Trema","Trifolium","Triumfetta","Turrillia","Typha","Typha.angustifolia","Typha.latifolia","Typha.orientalis","Ulex.europaeus","Ulmaceae","Urena","Urticaceae","Verbenaceae","Veronica","Vigna","Vitaceae","Vitex.lucens","Weinmannia","Xanthomyrtus"
"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767262459025081,0,0,0,0,0,0,0,0,0,7.19473927725884,0,0,0,0,0,0,0,0,0,0,0,252.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511382132285587,0,0,0,0,0,0,0,0,0,0,0,26.8060608083246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-100,400]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75302919491609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5831055529622,0,0,0,0,3.23232780276288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6512625852773,0,0,0,0,"aro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500830187187444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,4.82543286971331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09329170214779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95136720597975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.51546977008232,0,0,0,0,0,0,0,0,"(-100,400]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6050714353297,0,0,0,0,0,0,0,0,0,0,2.34648500331157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68710379411486,0,0,0,0,0,0,0,"lot",0,0,0,0,0,0,0,0,21.3832907559845,0,0,0,0,0,0,0,0,0,0,0,0,2.59248746333617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0,0,0.0706713780918728,0,0,0,0,2.47470080889388,0,0,0,0,0.212014134275618,0,0,0,0,0,0,0,0,0,0,0.240802675585284,0.97462618035176,0,0,0,0,0,0,0,0,0,0,0,0,0.92177695396446,0.296493361710753,0,488.52,0,0,0,0,0,0,0,0,0,0,15.2030606667407,0,0,0,0,0,0,0,0,0,0,0,0,0.112994350282486,0,0,0,0,0,0.282685512367491,1.09736080273094,0.657067815505546,0,0,0,0,4.45319536382367,0,0,0,0,2.86906466594434,0,0,0,0,2.27536574222389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142647207864599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706713780918728,0,0,0,0,0,0,0,0,0,0,"(400,900]",0,0,0,0,0,0,0.579697261716422,0,0,0,0,0,0,0.40351677308199,0,0,0,0.636042402826855,0,0.0668896321070234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353356890459364,0,0,0,0,0,0,0,0,0,0,0,0.112994350282486,0,0.0668896321070234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564971751412429,0,0,5.90981273310304,0,0,1.9276032124422,0,0,0,0,0.0668896321070234,0,0,0,0,0,0,0,0,0,0,0.282485875706215,0,0.42533272023209,0,0,0,0,0,0,0.0668896321070234,0,0,0,0.0869565217391304,0,0,0,0,0,0,0,0,0,0.169491525423729,0,0,0.0564971751412429,0,0,0,0,0,0.0564971751412429,0,0,0,0,0,0.40965442893933,0.304056853680452,0,0,0,1.24166413296848,0,0,0,0,0,0,0,0,0.212014134275618,0,0,0,0,0,33.8509181122525,0,0,0.620617105023312,0.0706713780918728,0,0,0,0,0,0,0,0,0,1.49462301809248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668896321070234,0,0,0,0,0.0564971751412429,0,"wai",0,0,0,0.510618436682999,0.0706713780918728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1025722422042,0,0,0,0.833333333333333,0,0.475659319800808,0,0,0,0,0
"14",0,1.57728706624606,0,0,0,0,0,0,0.315457413249211,0.315457413249211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630914826498423,0,0,0,4.10094637223975,0,0,0,0,0,0,0,0.630914826498423,0,0,0,1.26182965299685,4.41640378548896,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315457413249211,0,0,0,0,1.57728706624606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630914826498423,0,0,0,3.15457413249211,0,0,0.315457413249211,0,0,0,0,0,0,0,0,0,0,2.52365930599369,14.8264984227129,0,0,0,0,0.315457413249211,0,0,0,0,0,0.946372239747634,0,0.630914826498423,0,0.946372239747634,0,0,0,0,0,0,0,0.315457413249211,0,0,0.315457413249211,0,0,0,0,0,0,0.315457413249211,0,0,0,0,0,0,0,0,0,"(400,900]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20820189274448,0.315457413249211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99369085173502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630914826498423,0,0,3.15457413249211,0,0,0.315457413249211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946372239747634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315457413249211,0,0.630914826498423,0,1.57728706624606,0.315457413249211,0,0,0,3.47003154574132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315457413249211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94006309148265,0,32.4921135646688,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281061560998876,0,0,0,0,4.34626703374307,8.30136046155307,0.111856823266219,0,0,0,0,0,0,0,0.501811121508549,0,0,0,0.0672043010752688,0,0,0,0,0,0,0,0,0,0,0,0,659.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99790594736305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0424760895872,0,0,0.620380885792191,0,0,0,0,0,0,0.111856823266219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747182892650939,0,0,0,0,0,0,0,0,0,0,0,2.39124149324261,0,0,0.673390352669497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(400,900]",0,0,1.12151292404437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70214857161184,0,0,0,0,0,0.298277582541542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37775290082295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0120745129616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64541969369757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288817813199105,0,0.384694797717097,0,0,0,0,1.55572340173967,1.53495907050285,0,0,0,0,0,0,0,0,0,0,0,"lan",0,5.13465195678215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8636216124368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8863493752257,0
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393700787401575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,0,0,0,0,0,0,0,0,0,0,0,0,6.2992125984252,0,0,0,0,0,0,0,0,0,0.393700787401575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.3858267716535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(400,900]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393700787401575,0,0,0,0,0,0,0,0,0,0,0,12.992125984252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.66141732283465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69291338582677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78740157480315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623441396508728,0,0,0.383608575255976,0,0.719021927058711,0,0,0,0.573287180102095,0,0,0,0,0.034965034965035,0,0,0,0,0,0,0,0,0,0,0,0,627.8,0,0.0664893617021277,0,0,0,0,0,0,0,0,0,0,0,15.4189872077769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77084254905007,0,0,43.3164680580355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124688279301746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034965034965035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187032418952618,0,"(400,900]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44386380269105,0.0664893617021277,0.236268648629123,0,0,0,0,0,0,5.30667184289553,0,0,0.0699300699300699,0,0,0,0,0,0,0,0,10.0689615647119,0,0,0.0424448217317487,0,0,0,0.034965034965035,0.034965034965035,0,0,0,0,0.124688279301746,0,0,0,0,0,0,0,0,0,1.74160985394403,0,0,0,0,0,0.582266003026563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424448217317487,0,0,0,0,0,0,0,0.0664893617021277,0.0424448217317487,0,0,0,0,0,0,0,0,0,0,0,0,7.33947051000011,0.034965034965035,0,0,0,0,0.14723378311437,0,0,0,0,0,0,0.104895104895105,0,0.0664893617021277,0,0.101454396667163,0,0,6.18488150708561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424448217317487,0,0.244542957730278,0,0,0,0,0,0,0,0,0,0,0,0.0699300699300699,"plu",0.0664893617021277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0,0.0987303318273874,0,0,0,0,0,0,0,0,0,0,0.049800796812749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292129882539782,0,0,0,0,0,0,0,0,0,0.141168194109647,0,0,0,0,0,0,0,0,0,0,0,609.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978368875640144,0,0,0,0,0,0,0,0,0,0.924975540846286,0,0,0,0.099601593625498,0,0,0,0,0,0,0,0.0973167044595616,0,0,0.099601593625498,3.16659136937129,0,0,0,0,0,0,0,0,0,0,0,0,0.0960970931090453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049800796812749,0,0,0,0.338105819856043,0,0,0,0,0,0,0,0,0.0925925925925926,0,0,0,0,0,0,0,0,0,0,"(400,900]",0,0,0,0,0,0,0,0,0,0,0,0,0,0.245159069603937,0.246019666651745,0,0,0,0,4.43727642817381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189052806129742,0,0,0,0,0,0,0,0,0,0.099601593625498,0.447490243051727,0,0,0,0,0,0,0,0,0,1.89712690631808,0,0,0,0.196044181483023,0,0,0,0,0,0,0,0,0,0,0,0.431033018284883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0151694649032,0,0,0,0,0,0,0,4.23469387755102,0,0,0,0.184504357298475,0,0,0,0,0,0,0,0,9.20728339199116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138888888888889,0,0,0,0,0.340351026539767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tuk",0,0,0,0,0,0.0459558823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",0,0,0,0,0,0,0,0,0,0.198412698412698,0,0,0,0.198412698412698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7142857142857,0,0,0,0,0,0,0,0,0.595238095238095,0,0,0,0,0.198412698412698,0,0,0,0,0,0,0,718,0,0,0,0,0,0.198412698412698,0,0,0,0,0,0,0.198412698412698,0,0,0,0,0,0,0,7.73809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1666666666667,0,0,0,0,0,0,0,0,0,0.198412698412698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4761904761905,0,0.198412698412698,0,0,0.992063492063492,0,0.198412698412698,0,0,0,0.396825396825397,0,0,0,0,0,0,0,"(400,900]",0,0,0,0,0,0,0,0,0,0,0.198412698412698,0,0.396825396825397,0,0.198412698412698,0,0,0,0,0,0,0.198412698412698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57142857142857,0,0,0,0,0.198412698412698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793650793650794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0873015873016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1190476190476,0,0,0,0,1.19047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396825396825397,0,0,0,0,0,0,0,0,0,0,0,"ava",0,0.595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0.198412698412698,0,0,0,0,1.19047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",0,0.43859649122807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186567164179104,0,0,0,0,0,0,0,0,2.43519245875884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625163655407175,0,0,0,0,0,651,0,0,0.186567164179104,0,0,0,0,0,0,0,0,0,0,0.219298245614035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74417386750458,0,0,8.05511914113642,0,0,0,0,0,0,0,0,0,0,0,0.811730819586279,0,0.186567164179104,0,0,0,0,0,0,0.219298245614035,0,0,0.219298245614035,0,0,0,0,0,0,0,0,0,0,0.186567164179104,0,0,0.186567164179104,0,0,0,0,0,0,0,0,0,0.219298245614035,0,0,0,0,0,0,"(400,900]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625163655407175,0.186567164179104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43519245875884,0,0,0,0,0,0,0.40586540979314,0,0,0,0,0,0,0,0,0,0,0.43859649122807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219298245614035,0,0,0,0.186567164179104,0,50.5040586540979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186567164179104,0,0,0,0,0,0,0,13.7994239329667,0,0.186567164179104,0,0,0,0,1.25032731081435,0,0,0,0,0,0,0,0,0,0.219298245614035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93925111285677,0,0,0,1.25032731081435,0,0,0,0,0,0,0,0,0,0,3.24692327834512,0,0,0,0,0,0,0
"21",0,0,0,0,0,4.31919653782898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345257782806743,0,0,0.333909868357836,0,0,0,0,0,0,0,0,0,0,0,696.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.774654016885717,0,0,0,0,0,0,0,0,16.510741503449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.773879708681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11324293473584,0,0,0,0,0,0,0,0,0,0,0.355529931776689,0,0.501929381727449,0,0,0,0,0,0,0,0,0,5.05433005590914,0,0.696646487940809,0,0,0,0,0,0,"(400,900]",0,0,0,0,0,0,0,0,0,0,0,0,0.720668780628423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722430150578815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01854520995484,0,0,0,0,2.24520459532265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464212144950242,0,0,0,0,15.2486042818017,0,0,0,0,5.47716376108439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3167882045476,0,0,0,1.0070646610323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,0,0,0,0,4.96085548072081,0,1.9843416895366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92171096144162,0,0,0,0,0,0,0,0,8.43345400300555,0,0,0,0,0,0,0,0.496085485228116,0,0,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0.496085485228116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56561488069583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48042767751644,0,0,0.496085485228116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(400,900]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496085485228116,0,0,0,0,0,0,0,0,0,0,0.496085485228116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496085485228116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48825683274814,0,0,0,0,0,0,0,2.67421119194385,0,0,0,0,0,0,0,0,0,0,0,35.2220766154082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3238531196617,0,0,0,0,0,3.96868463595251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"vol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
