depth	min	max	median	mean
566	11524	13297	12331	12352
567	11566	13352	12387	12408
568	11614	13420	12441	12465
569	11651	13502	12497	12521
570	11688	13596	12551	12577
571	11747	13644	12611	12634
572	11787	13696	12672	12690
573	11831	13773	12733	12747
574	11870	13867	12786	12804
575	11910	13963	12842	12860
576	11975	13999	12899	12917
577	12020	14039	12961	12974
578	12066	14115	13018	13032
579	12098	14193	13077	13089
580	12126	14300	13133	13146
581	12196	14343	13190	13204
582	12254	14392	13249	13261
583	12308	14445	13303	13319
584	12355	14526	13358	13377
585	12401	14619	13414	13435
586	12460	14658	13472	13491
587	12502	14709	13523	13547
588	12550	14781	13579	13603
589	12582	14853	13635	13658
590	12628	14920	13690	13714
591	12688	14970	13748	13772
592	12740	15015	13805	13829
593	12785	15104	13867	13886
594	12829	15155	13926	13944
595	12873	15227	13987	14001
596	12948	15260	14049	14059
597	13007	15300	14107	14118
598	13049	15350	14166	14176
599	13096	15430	14231	14234
600	13136	15492	14284	14293
601	13195	15542	14343	14350
602	13265	15589	14408	14408
603	13310	15641	14467	14465
604	13362	15710	14524	14523
605	13397	15787	14575	14580
606	13460	15841	14634	14637
607	13517	15888	14687	14694
608	13567	15930	14747	14751
609	13621	15990	14799	14808
610	13658	16064	14859	14865
611	13733	16118	14913	14922
612	13791	16163	14972	14979
613	13867	16206	15028	15036
614	13915	16263	15081	15093
615	13963	16336	15140	15150
616	14029	16389	15194	15206
617	14103	16432	15256	15262
618	14159	16488	15308	15317
619	14224	16555	15365	15373
620	14275	16617	15422	15429
621	14349	16658	15476	15486
622	14398	16701	15526	15543
623	14445	16760	15581	15600
624	14492	16813	15642	15657
625	14532	16899	15702	15715
626	14675	16929	15775	15784
627	14767	16960	15850	15854
628	14831	17016	15921	15924
629	14896	17071	15990	15994
630	14946	17135	16056	16064
631	15053	17168	16134	16137
632	15134	17218	16213	16210
633	15214	17269	16292	16284
634	15283	17335	16360	16357
635	15345	17413	16435	16430
636	15428	17457	16509	16502
637	15554	17505	16588	16575
638	15656	17547	16667	16647
639	15725	17595	16733	16719
640	15786	17670	16821	16791
641	15935	17696	16892	16865
642	16021	17734	16960	16939
643	16130	17772	17040	17013
644	16223	17826	17114	17087
645	16286	17877	17191	17161
646	16435	17900	17256	17236
647	16586	17941	17327	17310
648	16673	17974	17394	17384
649	16770	18025	17469	17459
650	16834	18094	17547	17533
651	16993	18119	17620	17603
652	17087	18153	17690	17672
653	17144	18208	17762	17741
654	17201	18302	17832	17811
655	17254	18452	17893	17880
656	17302	18510	17949	17938
657	17337	18603	18010	17996
658	17367	18707	18059	18055
659	17400	18829	18114	18113
660	17425	18949	18157	18171
661	17476	19010	18221	18230
662	17529	19088	18281	18288
663	17579	19159	18344	18347
664	17606	19272	18400	18405
665	17647	19400	18454	18464
666	17707	19469	18512	18522
667	17768	19537	18566	18580
668	17805	19603	18622	18638
669	17838	19697	18678	18696
670	17870	19784	18731	18754
671	17944	19843	18791	18812
672	17983	19898	18848	18869
673	18013	19975	18904	18926
674	18049	20049	18959	18984
675	18095	20146	19014	19041
676	18140	20193	19071	19100
677	18194	20252	19131	19159
678	18228	20338	19195	19217
679	18265	20414	19250	19276
680	18292	20507	19303	19335
681	18367	20568	19362	19393
682	18420	20613	19422	19452
683	18469	20681	19480	19510
684	18511	20781	19538	19568
685	18546	20890	19592	19627
686	18597	20940	19649	19684
687	18639	20994	19710	19742
688	18682	21049	19773	19800
689	18718	21152	19827	19857
690	18768	21224	19882	19915
691	18829	21299	19942	19973
692	18879	21347	20001	20031
693	18918	21425	20056	20089
694	18952	21512	20113	20147
695	18990	21580	20168	20205
696	19029	21631	20233	20259
697	19089	21676	20291	20314
698	19145	21725	20349	20368
699	19173	21806	20403	20423
700	19215	21882	20457	20477
701	19262	21925	20507	20529
702	19313	21966	20563	20582
703	19352	22028	20614	20634
704	19397	22100	20670	20686
705	19433	22175	20726	20739
706	19506	22218	20779	20791
707	19564	22263	20824	20843
708	19609	22302	20873	20895
709	19642	22348	20928	20947
710	19671	22425	20976	20999
711	19724	22464	21028	21050
712	19771	22503	21081	21101
713	19810	22584	21140	21152
714	19853	22633	21187	21203
715	19886	22699	21234	21254
716	19960	22746	21285	21305
717	20011	22794	21338	21357
718	20057	22840	21382	21409
719	20105	22911	21437	21460
720	20144	22972	21487	21512
721	20202	23014	21537	21562
722	20246	23057	21588	21611
723	20281	23105	21647	21661
724	20307	23175	21692	21710
725	20342	23260	21736	21760
726	20411	23288	21788	21813
727	20469	23342	21843	21865
728	20530	23389	21898	21918
729	20568	23448	21955	21970
730	20606	23521	22009	22023
731	20666	23558	22053	22075
732	20721	23622	22107	22126
733	20783	23670	22156	22178
734	20829	23740	22203	22230
735	20867	23836	22254	22281
736	20936	23858	22301	22334
737	20989	23898	22355	22387
738	21035	23936	22408	22440
739	21066	23987	22456	22493
740	21104	24049	22501	22545
741	21159	24108	22558	22598
742	21213	24164	22608	22651
743	21249	24218	22671	22703
744	21292	24276	22716	22756
745	21327	24347	22776	22808
746	21394	24398	22827	22860
747	21450	24444	22880	22912
748	21486	24480	22938	22963
749	21530	24556	22986	23015
750	21560	24622	23037	23067
751	21622	24680	23091	23118
752	21687	24732	23141	23169
753	21744	24769	23199	23220
754	21814	24820	23253	23271
755	21851	24868	23302	23322
756	21911	24942	23357	23375
757	21966	25017	23413	23428
758	22022	25084	23464	23482
759	22081	25152	23515	23535
760	22117	25210	23565	23588
761	22157	25254	23612	23638
762	22202	25313	23660	23688
