depth	min	max	median	mean
353	7182	8134	7669	7662
354	7193	8155	7678	7673
355	7200	8167	7687	7683
356	7211	8180	7696	7694
357	7220	8189	7707	7704
358	7227	8206	7717	7715
359	7241	8220	7728	7726
360	7252	8238	7737	7736
361	7266	8252	7748	7747
362	7281	8267	7760	7757
363	7288	8276	7770	7768
364	7296	8293	7778	7778
365	7308	8304	7788	7789
366	7323	8317	7799	7799
367	7332	8327	7809	7809
368	7342	8346	7820	7820
369	7350	8359	7831	7830
370	7357	8376	7840	7841
371	7367	8385	7851	7852
372	7377	8395	7862	7862
373	7384	8412	7872	7873
374	7390	8425	7883	7884
375	7398	8437	7894	7895
376	7408	8450	7907	7908
377	7418	8463	7919	7922
378	7428	8477	7931	7935
379	7439	8502	7942	7949
380	7445	8517	7954	7962
381	7463	8543	7969	7977
382	7470	8566	7981	7992
383	7480	8590	7997	8007
384	7488	8618	8011	8022
385	7499	8636	8024	8037
386	7510	8652	8040	8052
387	7521	8665	8054	8067
388	7531	8682	8066	8082
389	7539	8705	8081	8097
390	7547	8734	8096	8112
391	7566	8759	8110	8127
392	7578	8777	8124	8143
393	7589	8802	8140	8158
394	7596	8827	8153	8173
395	7606	8845	8165	8188
396	7615	8869	8179	8203
397	7626	8883	8194	8217
398	7633	8897	8207	8232
399	7643	8922	8218	8247
400	7653	8940	8232	8261
401	7665	8962	8248	8276
402	7678	8986	8261	8292
403	7690	9009	8275	8307
404	7702	9031	8287	8322
405	7710	9050	8300	8337
406	7719	9079	8314	8352
407	7733	9093	8328	8367
408	7744	9114	8343	8382
409	7753	9132	8359	8398
410	7762	9151	8372	8413
411	7775	9169	8387	8428
412	7787	9189	8405	8444
413	7797	9208	8422	8459
414	7809	9222	8440	8475
415	7817	9242	8454	8490
416	7830	9263	8472	8509
