"","times","sims","name","rank"
"yac ngo.4",1650,0.0271599010099169,"yac ngo","family"
"yac ngo.5",2150,0.0703865392941786,"yac ngo","family"
"yac ngo.6",2650,0.00397143001258671,"yac ngo","family"
"yac ngo.7",3150,0.0105566013653317,"yac ngo","family"
"yac ngo.8",3650,0.00659223141136911,"yac ngo","family"
"yac ngo.9",4150,0.0083529867212605,"yac ngo","family"
"ava ngo.1",150,0.65667095003263,"ava ngo","family"
"ava ngo.2",650,0.655478950658812,"ava ngo","family"
"ava ngo.3",1150,0.473537024669555,"ava ngo","family"
"ava ngo.4",1650,0.392078654928189,"ava ngo","family"
"ava ngo.5",2150,0.478152170769416,"ava ngo","family"
"ava ngo.6",2650,0.813293499693023,"ava ngo","family"
"ava ngo.7",3150,0.51654691585887,"ava ngo","family"
"ava ngo.8",4150,0.424726003398996,"ava ngo","family"
"ava ngo.9",4650,0.260398148148536,"ava ngo","family"
"plu ngo.1",150,0.370175043452763,"plu ngo","family"
"plu ngo.2",650,0.727593949068091,"plu ngo","family"
"plu ngo.3",1150,0.701366031673473,"plu ngo","family"
"plu ngo.4",1650,0.470620775075593,"plu ngo","family"
"plu ngo.5",2150,0.420893426851189,"plu ngo","family"
"plu ngo.6",2650,0.0979286557191077,"plu ngo","family"
"plu ngo.7",3150,0.188709282917377,"plu ngo","family"
"plu ngo.8",3650,0.198174716357392,"plu ngo","family"
"plu ngo.9",4150,0.116358511286949,"plu ngo","family"
"plu ngo.10",4650,0.213051290620657,"plu ngo","family"
"lot ngo.1",150,0.150018217579412,"lot ngo","family"
"lot ngo.2",650,0.619778641784807,"lot ngo","family"
"lot ngo.3",1150,0.400577859316815,"lot ngo","family"
"lot ngo.4",2150,0.140902217781581,"lot ngo","family"
"lot ngo.5",3150,0,"lot ngo","family"
"lot ngo.6",3650,0,"lot ngo","family"
"fin ngo.1",150,0.239012404667654,"fin ngo","family"
"fin ngo.2",650,0.64785148912949,"fin ngo","family"
"fin ngo.3",1150,0.280953144024504,"fin ngo","family"
"fin ngo.4",1650,0.0427748561440388,"fin ngo","family"
"fin ngo.5",2150,0.0427863168403517,"fin ngo","family"
"fin ngo.6",2650,0.325342687432356,"fin ngo","family"
"fin ngo.7",3150,0,"fin ngo","family"
"fin ngo.8",3650,0.0274164414179812,"fin ngo","family"
"fin ngo.9",4150,0,"fin ngo","family"
"fin ngo.10",4650,0.0308372503079047,"fin ngo","family"
"vol ngo.1",150,0.209754258975121,"vol ngo","family"
"vol ngo.2",650,0.37339324481524,"vol ngo","family"
"vol ngo.3",1150,0.248749548600361,"vol ngo","family"
"vol ngo.4",2150,0.293304179732455,"vol ngo","family"
"vol ngo.5",2650,0.324849307540524,"vol ngo","family"
"vol ngo.6",3150,0.179364872492385,"vol ngo","family"
"vol ngo.7",3650,0.0617012427832353,"vol ngo","family"
"vol ngo.8",4150,0.074858936746982,"vol ngo","family"
"vol ngo.9",4650,0.174070686861507,"vol ngo","family"
"bon ngo.1",150,0.0731375462680027,"bon ngo","family"
"bon ngo.2",650,0.261431206653542,"bon ngo","family"
"bon ngo.3",1150,0.0976284683023849,"bon ngo","family"
"bon ngo.4",1650,0.0579544501272332,"bon ngo","family"
"bon ngo.5",2150,0.37891663856992,"bon ngo","family"
"bon ngo.6",2650,0.430395657991336,"bon ngo","family"
"bon ngo.7",3150,0.224227191914437,"bon ngo","family"
"bon ngo.8",3650,0.141069858265022,"bon ngo","family"
"bon ngo.9",4150,0.0812199508107442,"bon ngo","family"
"tag ngo.1",150,0.0231603115588381,"tag ngo","family"
"tag ngo.2",650,0.0302249927830041,"tag ngo","family"
"tag ngo.3",1150,0.0263753187469923,"tag ngo","family"
"tag ngo.4",1650,0.0177617330489204,"tag ngo","family"
"tag ngo.5",2150,0.0175754815316904,"tag ngo","family"
"tag ngo.6",2650,0.0157678474129067,"tag ngo","family"
"tag ngo.7",3150,0.0366821753727649,"tag ngo","family"
"tag ngo.8",3650,0.0514244099323711,"tag ngo","family"
"tag ngo.9",4150,0.0376109029022018,"tag ngo","family"
"tag ngo.10",4650,0.127728816465163,"tag ngo","family"
"lou ngo.1",650,0.658942187653824,"lou ngo","family"
"lou ngo.2",1150,0.797528862140511,"lou ngo","family"
"lou ngo.3",1650,0.844443382964878,"lou ngo","family"
"lou ngo.4",2150,0.636967432938509,"lou ngo","family"
"lou ngo.5",2650,0.497458853499286,"lou ngo","family"
"lou ngo.6",3150,0.277007237526894,"lou ngo","family"
"lou ngo.7",3650,0.350256044700982,"lou ngo","family"
"lou ngo.8",4150,0.302175021405426,"lou ngo","family"
"lou ngo.9",4650,0.413116305518868,"lou ngo","family"
"lan ngo.1",650,0.0410456552474122,"lan ngo","family"
"lan ngo.2",1150,0.0412470245652027,"lan ngo","family"
"lan ngo.3",1650,0.0234412805847394,"lan ngo","family"
"lan ngo.4",2650,0.0248880003389381,"lan ngo","family"
"lan ngo.5",3150,0.0247003903172895,"lan ngo","family"
"lan ngo.6",3650,0.0142579255247458,"lan ngo","family"
"lan ngo.7",4150,0.0442588795862578,"lan ngo","family"
"lan ngo.8",4650,0.0280378346694589,"lan ngo","family"
"ano ngo.1",1650,0.0373121493937532,"ano ngo","family"
"ano ngo.2",2150,0.202289964665702,"ano ngo","family"
"ano ngo.3",2650,0.390250691856064,"ano ngo","family"
"ano ngo.4",3150,0.211130313862007,"ano ngo","family"
"ano ngo.5",3650,0.104702425235847,"ano ngo","family"
"ano ngo.6",4150,0.19540841155914,"ano ngo","family"
"ano ngo.7",4650,0.0604040725887514,"ano ngo","family"
"tuk wai.1",150,0.0174239247791768,"tuk wai","family"
"tuk wai.2",650,0.0118193311199811,"tuk wai","family"
"tuk wai.3",1150,0,"tuk wai","family"
"tuk wai.4",2150,0,"tuk wai","family"
"tuk wai.5",3150,0,"tuk wai","family"
"tuk wai.6",4150,0,"tuk wai","family"
"yac wai.1",150,0.0136211758964103,"yac wai","family"
"yac wai.2",650,0.00161300836322875,"yac wai","family"
"yac wai.3",1150,0.004060168257356,"yac wai","family"
"yac wai.4",1650,0.00249470092922244,"yac wai","family"
"yac wai.5",2150,0,"yac wai","family"
"yac wai.6",3150,0,"yac wai","family"
"yac wai.7",4150,0,"yac wai","family"
"ava wai.1",150,0.028713137407083,"ava wai","family"
"ava wai.2",650,0,"ava wai","family"
"ava wai.3",1150,0,"ava wai","family"
"ava wai.4",1650,0.0156573136283702,"ava wai","family"
"ava wai.5",2150,0,"ava wai","family"
"ava wai.6",3150,0.0118817992438855,"ava wai","family"
"ava wai.7",4150,0.0183824376310153,"ava wai","family"
"ava wai.8",4650,0.0171660176428514,"ava wai","family"
"plu wai.1",150,0.00237401872647303,"plu wai","family"
"plu wai.2",650,0.000932683713138371,"plu wai","family"
"plu wai.3",1150,0.00285907155646026,"plu wai","family"
"plu wai.4",1650,0.0020825575861374,"plu wai","family"
"plu wai.5",2150,0.00418252722174284,"plu wai","family"
"plu wai.6",3150,0.0179567570111097,"plu wai","family"
"plu wai.7",4150,0,"plu wai","family"
"plu wai.8",4650,0,"plu wai","family"
"lot wai.1",150,0,"lot wai","family"
"lot wai.2",650,0,"lot wai","family"
"lot wai.3",1150,0,"lot wai","family"
"lot wai.4",2150,0,"lot wai","family"
"lot wai.5",3150,0,"lot wai","family"
"fin wai.1",150,0.00444479588392555,"fin wai","family"
"fin wai.2",650,0,"fin wai","family"
"fin wai.3",1150,0,"fin wai","family"
"fin wai.4",1650,0.0358718718027166,"fin wai","family"
"fin wai.5",2150,0.0217062006133152,"fin wai","family"
"fin wai.6",3150,0.0300566686426631,"fin wai","family"
"fin wai.7",4150,0,"fin wai","family"
"fin wai.8",4650,0,"fin wai","family"
"vol wai.1",150,0.0277842137580021,"vol wai","family"
"vol wai.2",650,0.00221007818340901,"vol wai","family"
"vol wai.3",1150,0.00707092350546368,"vol wai","family"
"vol wai.4",2150,0,"vol wai","family"
"vol wai.5",3150,0,"vol wai","family"
"vol wai.6",4150,0,"vol wai","family"
"vol wai.7",4650,0,"vol wai","family"
"bon wai.1",150,0.0959999024798268,"bon wai","family"
"bon wai.2",650,0.0749469986251018,"bon wai","family"
"bon wai.3",1150,0.0299310397352482,"bon wai","family"
"bon wai.4",1650,0,"bon wai","family"
"bon wai.5",2150,0.0137286418692376,"bon wai","family"
"bon wai.6",3150,0.0126771446569953,"bon wai","family"
"bon wai.7",4150,0.060346475964664,"bon wai","family"
"tag wai.1",150,0.0206281464930723,"tag wai","family"
"tag wai.2",650,0,"tag wai","family"
"tag wai.3",1150,0,"tag wai","family"
"tag wai.4",1650,0.0110708096970485,"tag wai","family"
"tag wai.5",2150,0,"tag wai","family"
"tag wai.6",3150,0,"tag wai","family"
"tag wai.7",4150,0,"tag wai","family"
"tag wai.8",4650,0.0175515859802142,"tag wai","family"
"lou wai.1",650,0,"lou wai","family"
"lou wai.2",1150,0,"lou wai","family"
"lou wai.3",1650,0.0050414996301269,"lou wai","family"
"lou wai.4",2150,0.00384631656851209,"lou wai","family"
"lou wai.5",3150,0.00224128179157501,"lou wai","family"
"lou wai.6",4150,0,"lou wai","family"
"lou wai.7",4650,0.0175510233081065,"lou wai","family"
"lan wai.1",650,0,"lan wai","family"
"lan wai.2",1150,0,"lan wai","family"
"lan wai.3",1650,0.0100435023794927,"lan wai","family"
"lan wai.4",3150,0,"lan wai","family"
"lan wai.5",4150,0,"lan wai","family"
"lan wai.6",4650,0.00292037302356096,"lan wai","family"
"ano wai.1",1650,0.0143532482943719,"ano wai","family"
"ano wai.2",2150,0.0107336707934381,"ano wai","family"
"ano wai.3",3150,0.0123884629028296,"ano wai","family"
"ano wai.4",4150,0,"ano wai","family"
"ano wai.5",4650,0,"ano wai","family"
"yac tuk.1",150,0.172117360418012,"yac tuk","family"
"yac tuk.2",650,0.0707681016326658,"yac tuk","family"
"yac tuk.3",1150,0.110161765680051,"yac tuk","family"
"yac tuk.4",2150,0.00574126572269362,"yac tuk","family"
"yac tuk.5",3150,0.00214689184022387,"yac tuk","family"
"yac tuk.6",3650,0.00980670660161809,"yac tuk","family"
"yac tuk.7",4150,0.00847826622741787,"yac tuk","family"
"ava tuk.1",150,0.852751237036492,"ava tuk","family"
"ava tuk.2",650,0.140543115429663,"ava tuk","family"
"ava tuk.3",1150,0.231412532936189,"ava tuk","family"
"ava tuk.4",2150,0.222365623765418,"ava tuk","family"
"ava tuk.5",3150,0.129311034648316,"ava tuk","family"
"ava tuk.6",4150,0.197115487829488,"ava tuk","family"
"plu tuk.1",150,0.505766758677449,"plu tuk","family"
"plu tuk.2",650,0.113063476396225,"plu tuk","family"
"plu tuk.3",1150,0.17359589421365,"plu tuk","family"
"plu tuk.4",2150,0.263856460664938,"plu tuk","family"
"plu tuk.5",3150,0.234706538155312,"plu tuk","family"
"plu tuk.6",3650,0.0635507889714141,"plu tuk","family"
"plu tuk.7",4150,0.236842105263158,"plu tuk","family"
"lot tuk.1",150,0.128918847268695,"lot tuk","family"
"lot tuk.2",650,0.144411746012572,"lot tuk","family"
"lot tuk.3",1150,0.260543228728634,"lot tuk","family"
"lot tuk.4",2150,0,"lot tuk","family"
"lot tuk.5",3150,0,"lot tuk","family"
"lot tuk.6",3650,0,"lot tuk","family"
"fin tuk.1",150,0.277869235541834,"fin tuk","family"
"fin tuk.2",650,0.179201753371337,"fin tuk","family"
"fin tuk.3",1150,0.25403031785887,"fin tuk","family"
"fin tuk.4",2150,0,"fin tuk","family"
"fin tuk.5",3150,0,"fin tuk","family"
"fin tuk.6",3650,0,"fin tuk","family"
"fin tuk.7",4150,0,"fin tuk","family"
"vol tuk.1",150,0.208821577378995,"vol tuk","family"
"vol tuk.2",650,0.151612977498518,"vol tuk","family"
"vol tuk.3",1150,0.178796942505816,"vol tuk","family"
"vol tuk.4",2150,0.193449129844907,"vol tuk","family"
"vol tuk.5",3150,0.0604351823475329,"vol tuk","family"
"vol tuk.6",3650,0.0679205238185424,"vol tuk","family"
"vol tuk.7",4150,0.0612292342346606,"vol tuk","family"
"bon tuk.1",150,0.111855072053729,"bon tuk","family"
"bon tuk.2",650,0.324477074290045,"bon tuk","family"
"bon tuk.3",1150,0.0507355840166023,"bon tuk","family"
"bon tuk.4",2150,0.186848180964693,"bon tuk","family"
"bon tuk.5",3150,0.113426696107196,"bon tuk","family"
"bon tuk.6",3650,0.245174736989596,"bon tuk","family"
"bon tuk.7",4150,0.198980509745128,"bon tuk","family"
"tag tuk.1",150,0.0217904489004899,"tag tuk","family"
"tag tuk.2",650,0.0366956081107468,"tag tuk","family"
"tag tuk.3",1150,0.0662253855219261,"tag tuk","family"
"tag tuk.4",2150,0.340050063605992,"tag tuk","family"
"tag tuk.5",3150,0.281136224106637,"tag tuk","family"
"tag tuk.6",3650,0.160797004338768,"tag tuk","family"
"tag tuk.7",4150,0.212398497075473,"tag tuk","family"
"lou tuk.1",650,0.0877886660868368,"lou tuk","family"
"lou tuk.2",1150,0.0906835136115725,"lou tuk","family"
"lou tuk.3",2150,0.196923567730271,"lou tuk","family"
"lou tuk.4",3150,0.172640844821924,"lou tuk","family"
"lou tuk.5",3650,0.111694357053068,"lou tuk","family"
"lou tuk.6",4150,0.152274775073219,"lou tuk","family"
"lan tuk.1",650,0.0584653983300328,"lan tuk","family"
"lan tuk.2",1150,0.178404901896528,"lan tuk","family"
"lan tuk.3",3150,0.439922306942113,"lan tuk","family"
"lan tuk.4",3650,0.0980869001297019,"lan tuk","family"
"lan tuk.5",4150,0.091896308044065,"lan tuk","family"
"ano tuk.1",2150,0.052593548842551,"ano tuk","family"
"ano tuk.2",3150,0.0378343842884524,"ano tuk","family"
"ano tuk.3",3650,0.0477900284411135,"ano tuk","family"
"ano tuk.4",4150,0,"ano tuk","family"
"ava yac.1",150,0.243552258951679,"ava yac","family"
"ava yac.2",650,0.344893351471849,"ava yac","family"
"ava yac.3",1150,0.268393999163573,"ava yac","family"
"ava yac.4",1650,0.123051385645559,"ava yac","family"
"ava yac.5",2150,0.0904914306444979,"ava yac","family"
"ava yac.6",2650,0.00839548388139033,"ava yac","family"
"ava yac.7",3150,0.0464472738076072,"ava yac","family"
"ava yac.8",4150,0.0104205938253685,"ava yac","family"
"plu yac.1",150,0.172339206754985,"plu yac","family"
"plu yac.2",650,0.136532062210647,"plu yac","family"
"plu yac.3",1150,0.175447751409014,"plu yac","family"
"plu yac.4",1650,0.0421214360184406,"plu yac","family"
"plu yac.5",2150,0.0228498974601845,"plu yac","family"
"plu yac.6",2650,0.0181524626920883,"plu yac","family"
"plu yac.7",3150,0.0487931115964778,"plu yac","family"
"plu yac.8",3650,0.0604039418607308,"plu yac","family"
"plu yac.9",4150,0,"plu yac","family"
"lot yac.1",150,0.293446799463821,"lot yac","family"
"lot yac.2",650,0.555941316778256,"lot yac","family"
"lot yac.3",1150,0.222203154635234,"lot yac","family"
"lot yac.4",2150,0.09486473951351,"lot yac","family"
"lot yac.5",3150,0,"lot yac","family"
"lot yac.6",3650,0,"lot yac","family"
"fin yac.1",150,0.422696688662618,"fin yac","family"
"fin yac.2",650,0.296980858028152,"fin yac","family"
"fin yac.3",1150,0.272789026677672,"fin yac","family"
"fin yac.4",1650,0.17372119081977,"fin yac","family"
"fin yac.5",2150,0.0288170822274761,"fin yac","family"
"fin yac.6",2650,0.000741575765668689,"fin yac","family"
"fin yac.7",3150,0,"fin yac","family"
"fin yac.8",3650,0.0104524778146153,"fin yac","family"
"fin yac.9",4150,0,"fin yac","family"
"vol yac.1",150,0.576022959428236,"vol yac","family"
"vol yac.2",650,0.618151419039993,"vol yac","family"
"vol yac.3",1150,0.61051006827883,"vol yac","family"
"vol yac.4",2150,0.145257069620428,"vol yac","family"
"vol yac.5",2650,0.152246216447757,"vol yac","family"
"vol yac.6",3150,0.198277868834135,"vol yac","family"
"vol yac.7",3650,0.44877823874237,"vol yac","family"
"vol yac.8",4150,0.419921784266448,"vol yac","family"
"bon yac.1",150,0.0816161456546873,"bon yac","family"
"bon yac.2",650,0.194750598109553,"bon yac","family"
"bon yac.3",1150,0.091336326281674,"bon yac","family"
"bon yac.4",1650,0.361922744196118,"bon yac","family"
"bon yac.5",2150,0.079078780937295,"bon yac","family"
"bon yac.6",2650,0.000529300736943572,"bon yac","family"
"bon yac.7",3150,0.0168802833407925,"bon yac","family"
"bon yac.8",3650,0.0218144348114498,"bon yac","family"
"bon yac.9",4150,0.00639305155512959,"bon yac","family"
"tag yac.1",150,0.0324088773535458,"tag yac","family"
"tag yac.2",650,0.0291393122888725,"tag yac","family"
"tag yac.3",1150,0.0275079808151283,"tag yac","family"
"tag yac.4",1650,0.0139238119155193,"tag yac","family"
"tag yac.5",2150,0.00520413036870837,"tag yac","family"
"tag yac.6",2650,0,"tag yac","family"
"tag yac.7",3150,0.00187538909820484,"tag yac","family"
"tag yac.8",3650,0.00422706270034257,"tag yac","family"
"tag yac.9",4150,0.0066620227374149,"tag yac","family"
"lou yac.1",650,0.104740702433632,"lou yac","family"
"lou yac.2",1150,0.0741064340923525,"lou yac","family"
"lou yac.3",1650,0.0395838377460064,"lou yac","family"
"lou yac.4",2150,0.0814691757661334,"lou yac","family"
"lou yac.5",2650,0.00690961890925279,"lou yac","family"
"lou yac.6",3150,0.0310288716451055,"lou yac","family"
"lou yac.7",3650,0.0164787642305472,"lou yac","family"
"lou yac.8",4150,0.0108838318167253,"lou yac","family"
"lan yac.1",650,0.0765022376233671,"lan yac","family"
"lan yac.2",1150,0.0698155271185238,"lan yac","family"
"lan yac.3",1650,0.0740248050874808,"lan yac","family"
"lan yac.4",2650,0.0645964399594455,"lan yac","family"
"lan yac.5",3150,0.0532177080076568,"lan yac","family"
"lan yac.6",3650,0.0194032403900198,"lan yac","family"
"lan yac.7",4150,0.0397934727939319,"lan yac","family"
"ano yac.1",1650,0.23172111599517,"ano yac","family"
"ano yac.2",2150,0.100907751579656,"ano yac","family"
"ano yac.3",2650,0.000640785708895142,"ano yac","family"
"ano yac.4",3150,0.00896754874668992,"ano yac","family"
"ano yac.5",3650,0.0152913145708945,"ano yac","family"
"ano yac.6",4150,0.00378361810681227,"ano yac","family"
"plu ava.1",150,0.486097346950611,"plu ava","family"
"plu ava.2",650,0.600200943715643,"plu ava","family"
"plu ava.3",1150,0.493916797160043,"plu ava","family"
"plu ava.4",1650,0.65714001328541,"plu ava","family"
"plu ava.5",2150,0.500127764512399,"plu ava","family"
"plu ava.6",2650,0.122099407071225,"plu ava","family"
"plu ava.7",3150,0.203904974421512,"plu ava","family"
"plu ava.8",4150,0.0921721899510576,"plu ava","family"
"plu ava.9",4650,0.174871418074945,"plu ava","family"
"lot ava.1",150,0.22811785140066,"lot ava","family"
"lot ava.2",650,0.451205171474658,"lot ava","family"
"lot ava.3",1150,0.858059406942281,"lot ava","family"
"lot ava.4",2150,0.304352256427183,"lot ava","family"
"lot ava.5",3150,0,"lot ava","family"
"fin ava.1",150,0.390478192555126,"fin ava","family"
"fin ava.2",650,0.66227060623779,"fin ava","family"
"fin ava.3",1150,0.596366667165547,"fin ava","family"
"fin ava.4",1650,0.334842138133334,"fin ava","family"
"fin ava.5",2150,0.0858595036469341,"fin ava","family"
"fin ava.6",2650,0.365696619739902,"fin ava","family"
"fin ava.7",3150,0.0678210303002638,"fin ava","family"
"fin ava.8",4150,0,"fin ava","family"
"fin ava.9",4650,0.0274608631545687,"fin ava","family"
"vol ava.1",150,0.299128484664404,"vol ava","family"
"vol ava.2",650,0.449375271628223,"vol ava","family"
"vol ava.3",1150,0.342065769726968,"vol ava","family"
"vol ava.4",2150,0.485900800861431,"vol ava","family"
"vol ava.5",2650,0.281468121255982,"vol ava","family"
"vol ava.6",3150,0.15801449965603,"vol ava","family"
"vol ava.7",4150,0.143295774544601,"vol ava","family"
"vol ava.8",4650,0.181265893842026,"vol ava","family"
"bon ava.1",150,0.143058343458935,"bon ava","family"
"bon ava.2",650,0.329636097596281,"bon ava","family"
"bon ava.3",1150,0.200588722211739,"bon ava","family"
"bon ava.4",1650,0.278593944901665,"bon ava","family"
"bon ava.5",2150,0.601564181112486,"bon ava","family"
"bon ava.6",2650,0.37749028100604,"bon ava","family"
"bon ava.7",3150,0.186762691463095,"bon ava","family"
"bon ava.8",4150,0.138445052982498,"bon ava","family"
"tag ava.1",150,0.0532200979884389,"tag ava","family"
"tag ava.2",650,0.0360359220044426,"tag ava","family"
"tag ava.3",1150,0.0630460260921203,"tag ava","family"
"tag ava.4",1650,0.0883894534472123,"tag ava","family"
"tag ava.5",2150,0.121090935574115,"tag ava","family"
"tag ava.6",2650,0.0287475569558636,"tag ava","family"
"tag ava.7",3150,0.109829885117059,"tag ava","family"
"tag ava.8",4150,0.0815532446923826,"tag ava","family"
"tag ava.9",4650,0.217414323411264,"tag ava","family"
"lou ava.1",650,0.518761927346229,"lou ava","family"
"lou ava.2",1150,0.283560050544598,"lou ava","family"
"lou ava.3",1650,0.395567860326284,"lou ava","family"
"lou ava.4",2150,0.336230580069433,"lou ava","family"
"lou ava.5",2650,0.467615028559424,"lou ava","family"
"lou ava.6",3150,0.263115637159287,"lou ava","family"
"lou ava.7",4150,0.21037037152588,"lou ava","family"
"lou ava.8",4650,0.118320100347198,"lou ava","family"
"lan ava.1",650,0.0690963138948042,"lan ava","family"
"lan ava.2",1150,0.0777111760691567,"lan ava","family"
"lan ava.3",1650,0.0926972252314402,"lan ava","family"
"lan ava.4",2650,0.0395516806274419,"lan ava","family"
"lan ava.5",3150,0.058656651673866,"lan ava","family"
"lan ava.6",4150,0.0747056244795609,"lan ava","family"
"lan ava.7",4650,0.0377653396667383,"lan ava","family"
"ano ava.1",1650,0.226969952105026,"ano ava","family"
"ano ava.2",2150,0.314785706800797,"ano ava","family"
"ano ava.3",2650,0.277642200112634,"ano ava","family"
"ano ava.4",3150,0.19889341875364,"ano ava","family"
"ano ava.5",4150,0.116130859651607,"ano ava","family"
"ano ava.6",4650,0.119772844605059,"ano ava","family"
"lot plu.1",150,0.116356174257841,"lot plu","family"
"lot plu.2",650,0.323417908184972,"lot plu","family"
"lot plu.3",1150,0.478789629470534,"lot plu","family"
"lot plu.4",2150,0.044277031065924,"lot plu","family"
