,times,sims,name,group,type,order
5481,3650,0.055684127,bon plu,neither,Standardisation 2,neither (Stand. 2)
5491,4150,0.084061248,bon plu,neither,Standardisation 2,neither (Stand. 2)
5571,3650,0.374234309,tag plu,neither,Standardisation 2,neither (Stand. 2)
5581,4150,0.325084212,tag plu,neither,Standardisation 2,neither (Stand. 2)
5591,4650,0.317430811,tag plu,neither,Standardisation 2,neither (Stand. 2)
5661,3650,0.220307734,lou plu,neither,Standardisation 2,neither (Stand. 2)
5671,4150,0.200471905,lou plu,neither,Standardisation 2,neither (Stand. 2)
5681,4650,0.324132174,lou plu,neither,Standardisation 2,neither (Stand. 2)
5741,3650,0.144628099,lan plu,neither,Standardisation 2,neither (Stand. 2)
5751,4150,0.173178429,lan plu,neither,Standardisation 2,neither (Stand. 2)
5761,4650,0.210630682,lan plu,neither,Standardisation 2,neither (Stand. 2)
5811,3650,0.159775523,ano plu,neither,Standardisation 2,neither (Stand. 2)
5821,4150,0.040540541,ano plu,neither,Standardisation 2,neither (Stand. 2)
5831,4650,0.115079365,ano plu,neither,Standardisation 2,neither (Stand. 2)
5911,3650,0.159395109,fin lot,neither,Standardisation 2,neither (Stand. 2)
5921,4150,0.553481899,fin lot,neither,Standardisation 2,neither (Stand. 2)
5931,4650,0.582770303,fin lot,neither,Standardisation 2,neither (Stand. 2)
6001,3650,0.37223402,vol lot,neither,Standardisation 2,neither (Stand. 2)
6011,4150,0.320426329,vol lot,neither,Standardisation 2,neither (Stand. 2)
6021,4650,0.200071543,vol lot,neither,Standardisation 2,neither (Stand. 2)
6101,3650,0.0078125,bon lot,neither,Standardisation 2,neither (Stand. 2)
6111,4150,0.007604563,bon lot,neither,Standardisation 2,neither (Stand. 2)
6191,3650,0.042361508,tag lot,neither,Standardisation 2,neither (Stand. 2)
6201,4150,0.113827523,tag lot,neither,Standardisation 2,neither (Stand. 2)
6211,4650,0.027806461,tag lot,neither,Standardisation 2,neither (Stand. 2)
6281,3650,0.00921962,lou lot,neither,Standardisation 2,neither (Stand. 2)
6291,4150,0.008346487,lou lot,neither,Standardisation 2,neither (Stand. 2)
6301,4650,0.008138478,lou lot,neither,Standardisation 2,neither (Stand. 2)
6361,3650,0.03670366,lan lot,neither,Standardisation 2,neither (Stand. 2)
6371,4150,0.129477057,lan lot,neither,Standardisation 2,neither (Stand. 2)
6381,4650,0.031226938,lan lot,neither,Standardisation 2,neither (Stand. 2)
6431,3650,0,ano lot,neither,Standardisation 2,neither (Stand. 2)
6441,4150,0,ano lot,neither,Standardisation 2,neither (Stand. 2)
6451,4650,0.090633648,ano lot,neither,Standardisation 2,neither (Stand. 2)
6521,3650,0.089734882,vol fin,neither,Standardisation 2,neither (Stand. 2)
6531,4150,0.043523722,vol fin,neither,Standardisation 2,neither (Stand. 2)
6541,4650,0.051496837,vol fin,neither,Standardisation 2,neither (Stand. 2)
6621,3650,0.030103114,bon fin,neither,Standardisation 2,neither (Stand. 2)
6631,4150,0,bon fin,neither,Standardisation 2,neither (Stand. 2)
6711,3650,0.039654268,tag fin,neither,Standardisation 2,neither (Stand. 2)
6721,4150,0.002583979,tag fin,neither,Standardisation 2,neither (Stand. 2)
6731,4650,0.035561817,tag fin,neither,Standardisation 2,neither (Stand. 2)
6801,3650,0.063821171,lou fin,neither,Standardisation 2,neither (Stand. 2)
6811,4150,0.00110011,lou fin,neither,Standardisation 2,neither (Stand. 2)
6821,4650,0.012907909,lou fin,neither,Standardisation 2,neither (Stand. 2)
6881,3650,0.086551939,lan fin,neither,Standardisation 2,neither (Stand. 2)
6891,4150,0.043491649,lan fin,neither,Standardisation 2,neither (Stand. 2)
6901,4650,0.090666078,lan fin,neither,Standardisation 2,neither (Stand. 2)
6951,3650,0.040890642,ano fin,neither,Standardisation 2,neither (Stand. 2)
6961,4150,0,ano fin,neither,Standardisation 2,neither (Stand. 2)
6971,4650,0.091548166,ano fin,neither,Standardisation 2,neither (Stand. 2)
7041,3650,0.045108789,bon vol,neither,Standardisation 2,neither (Stand. 2)
7051,4150,0.042226559,bon vol,neither,Standardisation 2,neither (Stand. 2)
7121,3650,0.074586213,tag vol,neither,Standardisation 2,neither (Stand. 2)
7131,4150,0.051500901,tag vol,neither,Standardisation 2,neither (Stand. 2)
7141,4650,0.057766839,tag vol,neither,Standardisation 2,neither (Stand. 2)
7201,3650,0.081465989,lou vol,neither,Standardisation 2,neither (Stand. 2)
7211,4150,0.097561403,lou vol,neither,Standardisation 2,neither (Stand. 2)
7221,4650,0.111691828,lou vol,neither,Standardisation 2,neither (Stand. 2)
7271,3650,0.082034604,lan vol,neither,Standardisation 2,neither (Stand. 2)
7281,4150,0.078297748,lan vol,neither,Standardisation 2,neither (Stand. 2)
7291,4650,0.082864637,lan vol,neither,Standardisation 2,neither (Stand. 2)
7331,3650,0.079511377,ano vol,neither,Standardisation 2,neither (Stand. 2)
7341,4150,0.030189929,ano vol,neither,Standardisation 2,neither (Stand. 2)
7351,4650,0.029545733,ano vol,neither,Standardisation 2,neither (Stand. 2)
7431,3650,0.258389291,tag bon,neither,Standardisation 2,neither (Stand. 2)
7441,4150,0.294047166,tag bon,neither,Standardisation 2,neither (Stand. 2)
7511,3650,0.134584529,lou bon,neither,Standardisation 2,neither (Stand. 2)
7521,4150,0.126845332,lou bon,neither,Standardisation 2,neither (Stand. 2)
7581,3650,0.079816218,lan bon,neither,Standardisation 2,neither (Stand. 2)
7591,4150,0.128171401,lan bon,neither,Standardisation 2,neither (Stand. 2)
7641,3650,0.070912827,ano bon,neither,Standardisation 2,neither (Stand. 2)
7651,4150,0.041825095,ano bon,neither,Standardisation 2,neither (Stand. 2)
7721,3650,0.101086937,lou tag,neither,Standardisation 2,neither (Stand. 2)
7731,4150,0.192196302,lou tag,neither,Standardisation 2,neither (Stand. 2)
7741,4650,0.233335716,lou tag,neither,Standardisation 2,neither (Stand. 2)
7801,3650,0.30899814,lan tag,neither,Standardisation 2,neither (Stand. 2)
7811,4150,0.358390009,lan tag,neither,Standardisation 2,neither (Stand. 2)
7821,4650,0.310300612,lan tag,neither,Standardisation 2,neither (Stand. 2)
7871,3650,0.079886502,ano tag,neither,Standardisation 2,neither (Stand. 2)
7881,4150,0.026591138,ano tag,neither,Standardisation 2,neither (Stand. 2)
7891,4650,0.057011715,ano tag,neither,Standardisation 2,neither (Stand. 2)
7951,3650,0.058512009,lan lou,neither,Standardisation 2,neither (Stand. 2)
7961,4150,0.144097483,lan lou,neither,Standardisation 2,neither (Stand. 2)
7971,4650,0.173558492,lan lou,neither,Standardisation 2,neither (Stand. 2)
8021,3650,0.074670038,ano lou,neither,Standardisation 2,neither (Stand. 2)
8031,4150,0.085217594,ano lou,neither,Standardisation 2,neither (Stand. 2)
8041,4650,0.11316931,ano lou,neither,Standardisation 2,neither (Stand. 2)
8081,3650,0.004141559,ano lan,neither,Standardisation 2,neither (Stand. 2)
8091,4150,0.004937467,ano lan,neither,Standardisation 2,neither (Stand. 2)
8101,4650,0.001198743,ano lan,neither,Standardisation 2,neither (Stand. 2)
1010,1150,0,wai aro,neither,Standardisation 2,neither (Stand. 2)
1110,1650,0.002967359,wai aro,neither,Standardisation 2,neither (Stand. 2)
1210,3150,0.002808989,wai aro,neither,Standardisation 2,neither (Stand. 2)
1610,1150,0.057777778,tuk aro,neither,Standardisation 2,neither (Stand. 2)
1710,3150,0.057291667,tuk aro,neither,Standardisation 2,neither (Stand. 2)
2041,1150,0.013333333,tuk wai,neither,Standardisation 2,neither (Stand. 2)
2051,2150,0.030989304,tuk wai,neither,Standardisation 2,neither (Stand. 2)
2061,3150,0.057291667,tuk wai,neither,Standardisation 2,neither (Stand. 2)
83,1650,0.199205877,ano aro,one,Standardisation 1,one (Stand. 1)
84,2650,0.112745098,ano aro,one,Standardisation 1,one (Stand. 1)
85,3150,0.198237885,ano aro,one,Standardisation 1,one (Stand. 1)
89,1150,0.003,wai ngo,one,Standardisation 1,one (Stand. 1)
90,1650,0.002493055,wai ngo,one,Standardisation 1,one (Stand. 1)
91,2150,0.004112576,wai ngo,one,Standardisation 1,one (Stand. 1)
92,3150,0.008426966,wai ngo,one,Standardisation 1,one (Stand. 1)
97,1150,0.044444444,tuk ngo,one,Standardisation 1,one (Stand. 1)
98,2150,0.067139042,tuk ngo,one,Standardisation 1,one (Stand. 1)
99,3150,0.046123996,tuk ngo,one,Standardisation 1,one (Stand. 1)
195,1650,0.052990196,ano ngo,one,Standardisation 1,one (Stand. 1)
196,2150,0.188228332,ano ngo,one,Standardisation 1,one (Stand. 1)
197,2650,0.164235029,ano ngo,one,Standardisation 1,one (Stand. 1)
198,3150,0.077943456,ano ngo,one,Standardisation 1,one (Stand. 1)
210,1150,0.002083333,yac wai,one,Standardisation 1,one (Stand. 1)
211,1650,0.001272265,yac wai,one,Standardisation 1,one (Stand. 1)
212,2150,0,yac wai,one,Standardisation 1,one (Stand. 1)
213,3150,0,yac wai,one,Standardisation 1,one (Stand. 1)
217,1150,0.004347826,ava wai,one,Standardisation 1,one (Stand. 1)
218,1650,0.005934718,ava wai,one,Standardisation 1,one (Stand. 1)
219,2150,0.002475248,ava wai,one,Standardisation 1,one (Stand. 1)
220,3150,0.014044944,ava wai,one,Standardisation 1,one (Stand. 1)
225,1150,0.09210168,plu wai,one,Standardisation 1,one (Stand. 1)
226,1650,0.01673613,plu wai,one,Standardisation 1,one (Stand. 1)
227,2150,0.08392779,plu wai,one,Standardisation 1,one (Stand. 1)
228,3150,0.032137043,plu wai,one,Standardisation 1,one (Stand. 1)
233,1150,0,lot wai,one,Standardisation 1,one (Stand. 1)
234,1650,0,lot wai,one,Standardisation 1,one (Stand. 1)
235,2150,0,lot wai,one,Standardisation 1,one (Stand. 1)
236,3150,0,lot wai,one,Standardisation 1,one (Stand. 1)
241,1150,0,fin wai,one,Standardisation 1,one (Stand. 1)
242,1650,0.002967359,fin wai,one,Standardisation 1,one (Stand. 1)
243,2150,0.001930502,fin wai,one,Standardisation 1,one (Stand. 1)
244,3150,0.002808989,fin wai,one,Standardisation 1,one (Stand. 1)
249,1150,0.002083333,vol wai,one,Standardisation 1,one (Stand. 1)
250,2150,0,vol wai,one,Standardisation 1,one (Stand. 1)
251,3150,0,vol wai,one,Standardisation 1,one (Stand. 1)
256,1150,0.004166667,bon wai,one,Standardisation 1,one (Stand. 1)
257,1650,0.001691903,bon wai,one,Standardisation 1,one (Stand. 1)
258,2150,0.007112955,bon wai,one,Standardisation 1,one (Stand. 1)
259,3150,0.00467466,bon wai,one,Standardisation 1,one (Stand. 1)
263,1150,0.007732007,tag wai,one,Standardisation 1,one (Stand. 1)
264,1650,0.01470874,tag wai,one,Standardisation 1,one (Stand. 1)
265,2150,0.01344265,tag wai,one,Standardisation 1,one (Stand. 1)
266,3150,0.008455118,tag wai,one,Standardisation 1,one (Stand. 1)
270,1150,0.005074728,lou wai,one,Standardisation 1,one (Stand. 1)
271,1650,0.018147874,lou wai,one,Standardisation 1,one (Stand. 1)
272,2150,0.022409311,lou wai,one,Standardisation 1,one (Stand. 1)
273,3150,0.019932697,lou wai,one,Standardisation 1,one (Stand. 1)
277,1150,0.002083333,lan wai,one,Standardisation 1,one (Stand. 1)
278,1650,0.011748672,lan wai,one,Standardisation 1,one (Stand. 1)
279,3150,0.008426966,lan wai,one,Standardisation 1,one (Stand. 1)
282,1650,0.112759644,ano wai,one,Standardisation 1,one (Stand. 1)
283,2150,0.086872587,ano wai,one,Standardisation 1,one (Stand. 1)
284,3150,0.092251151,ano wai,one,Standardisation 1,one (Stand. 1)
289,1150,0.081240144,yac tuk,one,Standardisation 1,one (Stand. 1)
290,2150,0.005263158,yac tuk,one,Standardisation 1,one (Stand. 1)
291,3150,0.001506024,yac tuk,one,Standardisation 1,one (Stand. 1)
296,1150,0.048792271,ava tuk,one,Standardisation 1,one (Stand. 1)
297,2150,0.061996007,ava tuk,one,Standardisation 1,one (Stand. 1)
298,3150,0.05465368,ava tuk,one,Standardisation 1,one (Stand. 1)
302,1150,0.068301376,plu tuk,one,Standardisation 1,one (Stand. 1)
303,2150,0.065277245,plu tuk,one,Standardisation 1,one (Stand. 1)
304,3150,0.092046669,plu tuk,one,Standardisation 1,one (Stand. 1)
309,1150,0.044444444,lot tuk,one,Standardisation 1,one (Stand. 1)
310,2150,0,lot tuk,one,Standardisation 1,one (Stand. 1)
311,3150,0,lot tuk,one,Standardisation 1,one (Stand. 1)
316,1150,0.036680567,fin tuk,one,Standardisation 1,one (Stand. 1)
317,2150,0.001754386,fin tuk,one,Standardisation 1,one (Stand. 1)
318,3150,0,fin tuk,one,Standardisation 1,one (Stand. 1)
323,1150,0.180606061,vol tuk,one,Standardisation 1,one (Stand. 1)
324,2150,0.246113936,vol tuk,one,Standardisation 1,one (Stand. 1)
325,3150,0.19396097,vol tuk,one,Standardisation 1,one (Stand. 1)
330,1150,0.013479643,bon tuk,one,Standardisation 1,one (Stand. 1)
331,2150,0.075224903,bon tuk,one,Standardisation 1,one (Stand. 1)
332,3150,0.059708475,bon tuk,one,Standardisation 1,one (Stand. 1)
337,1150,0.030325621,tag tuk,one,Standardisation 1,one (Stand. 1)
338,2150,0.07536277,tag tuk,one,Standardisation 1,one (Stand. 1)
339,3150,0.091158449,tag tuk,one,Standardisation 1,one (Stand. 1)
343,1150,0.048965939,lou tuk,one,Standardisation 1,one (Stand. 1)
344,2150,0.114305717,lou tuk,one,Standardisation 1,one (Stand. 1)
345,3150,0.10856934,lou tuk,one,Standardisation 1,one (Stand. 1)
349,1150,0.060653643,lan tuk,one,Standardisation 1,one (Stand. 1)
350,3150,0.231267507,lan tuk,one,Standardisation 1,one (Stand. 1)
353,2150,0.066988519,ano tuk,one,Standardisation 1,one (Stand. 1)
354,3150,0.125390051,ano tuk,one,Standardisation 1,one (Stand. 1)
433,1650,0.15845896,ano yac,one,Standardisation 1,one (Stand. 1)
434,2150,0.062541839,ano yac,one,Standardisation 1,one (Stand. 1)
435,2650,0.000381679,ano yac,one,Standardisation 1,one (Stand. 1)
436,3150,0.006024096,ano yac,one,Standardisation 1,one (Stand. 1)
506,1650,0.136618539,ano ava,one,Standardisation 1,one (Stand. 1)
507,2150,0.183562106,ano ava,one,Standardisation 1,one (Stand. 1)
508,2650,0.129211879,ano ava,one,Standardisation 1,one (Stand. 1)
509,3150,0.086961497,ano ava,one,Standardisation 1,one (Stand. 1)
577,1650,0.042374824,ano plu,one,Standardisation 1,one (Stand. 1)
578,2150,0.032448369,ano plu,one,Standardisation 1,one (Stand. 1)
579,2650,0.062293944,ano plu,one,Standardisation 1,one (Stand. 1)
580,3150,0.019991287,ano plu,one,Standardisation 1,one (Stand. 1)
639,1650,0,ano lot,one,Standardisation 1,one (Stand. 1)
640,2150,0.048426828,ano lot,one,Standardisation 1,one (Stand. 1)
641,2650,0,ano lot,one,Standardisation 1,one (Stand. 1)
642,3150,0.008810573,ano lot,one,Standardisation 1,one (Stand. 1)
691,1650,0.123779166,ano fin,one,Standardisation 1,one (Stand. 1)
692,2150,0.048347976,ano fin,one,Standardisation 1,one (Stand. 1)
693,2650,0.068480526,ano fin,one,Standardisation 1,one (Stand. 1)
694,3150,0.013215859,ano fin,one,Standardisation 1,one (Stand. 1)
730,2150,0.184003497,ano vol,one,Standardisation 1,one (Stand. 1)
731,2650,0.142741756,ano vol,one,Standardisation 1,one (Stand. 1)
732,3150,0.228889013,ano vol,one,Standardisation 1,one (Stand. 1)
760,1650,0.160759031,ano bon,one,Standardisation 1,one (Stand. 1)
761,2150,0.12672049,ano bon,one,Standardisation 1,one (Stand. 1)
762,2650,0.120405338,ano bon,one,Standardisation 1,one (Stand. 1)
763,3150,0.163247228,ano bon,one,Standardisation 1,one (Stand. 1)
783,1650,0.089978404,ano tag,one,Standardisation 1,one (Stand. 1)
784,2150,0.092905559,ano tag,one,Standardisation 1,one (Stand. 1)
785,2650,0.070955578,ano tag,one,Standardisation 1,one (Stand. 1)
786,3150,0.077058949,ano tag,one,Standardisation 1,one (Stand. 1)
798,1650,0.034760885,ano lou,one,Standardisation 1,one (Stand. 1)
799,2150,0.088765615,ano lou,one,Standardisation 1,one (Stand. 1)
800,2650,0.099564347,ano lou,one,Standardisation 1,one (Stand. 1)
801,3150,0.049263789,ano lou,one,Standardisation 1,one (Stand. 1)
805,1650,0.035623679,ano lan,one,Standardisation 1,one (Stand. 1)
806,2650,0.014803763,ano lan,one,Standardisation 1,one (Stand. 1)
807,3150,0.02821353,ano lan,one,Standardisation 1,one (Stand. 1)
831,1650,0.199205877,ano aro,one,Standardisation 2,one (Stand. 2)
841,2650,0.112745098,ano aro,one,Standardisation 2,one (Stand. 2)
851,3150,0.198237885,ano aro,one,Standardisation 2,one (Stand. 2)
891,1150,0.003016129,wai ngo,one,Standardisation 2,one (Stand. 2)
901,1650,0.002493055,wai ngo,one,Standardisation 2,one (Stand. 2)
911,2150,0.004113848,wai ngo,one,Standardisation 2,one (Stand. 2)
921,3150,0.008426966,wai ngo,one,Standardisation 2,one (Stand. 2)
971,1150,0.044444444,tuk ngo,one,Standardisation 2,one (Stand. 2)
981,2150,0.06576571,tuk ngo,one,Standardisation 2,one (Stand. 2)
991,3150,0.046123996,tuk ngo,one,Standardisation 2,one (Stand. 2)
1951,1650,0.053027839,ano ngo,one,Standardisation 2,one (Stand. 2)
1961,2150,0.188792662,ano ngo,one,Standardisation 2,one (Stand. 2)
1971,2650,0.165538778,ano ngo,one,Standardisation 2,one (Stand. 2)
1981,3150,0.077943456,ano ngo,one,Standardisation 2,one (Stand. 2)
2101,1150,0.002083333,yac wai,one,Standardisation 2,one (Stand. 2)
2111,1650,0.001272265,yac wai,one,Standardisation 2,one (Stand. 2)
2121,2150,0,yac wai,one,Standardisation 2,one (Stand. 2)
2131,3150,0,yac wai,one,Standardisation 2,one (Stand. 2)
2171,1150,0,ava wai,one,Standardisation 2,one (Stand. 2)
2181,1650,0.005934718,ava wai,one,Standardisation 2,one (Stand. 2)
2191,2150,0,ava wai,one,Standardisation 2,one (Stand. 2)
2201,3150,0.014044944,ava wai,one,Standardisation 2,one (Stand. 2)
2251,1150,0.078548277,plu wai,one,Standardisation 2,one (Stand. 2)
2261,1650,0.016743373,plu wai,one,Standardisation 2,one (Stand. 2)
2271,2150,0.083183681,plu wai,one,Standardisation 2,one (Stand. 2)
2281,3150,0.028667182,plu wai,one,Standardisation 2,one (Stand. 2)
2331,1150,0,lot wai,one,Standardisation 2,one (Stand. 2)
2341,1650,0,lot wai,one,Standardisation 2,one (Stand. 2)
2351,2150,0,lot wai,one,Standardisation 2,one (Stand. 2)
2361,3150,0,lot wai,one,Standardisation 2,one (Stand. 2)
2411,1150,0.002083333,fin wai,one,Standardisation 2,one (Stand. 2)
2421,1650,0.002967359,fin wai,one,Standardisation 2,one (Stand. 2)
2431,2150,0.001930502,fin wai,one,Standardisation 2,one (Stand. 2)
2441,3150,0.002808989,fin wai,one,Standardisation 2,one (Stand. 2)
2491,1150,0.002083333,vol wai,one,Standardisation 2,one (Stand. 2)
2501,2150,0,vol wai,one,Standardisation 2,one (Stand. 2)
2511,3150,0,vol wai,one,Standardisation 2,one (Stand. 2)
2561,1150,0.039583333,bon wai,one,Standardisation 2,one (Stand. 2)
2571,1650,0.004659262,bon wai,one,Standardisation 2,one (Stand. 2)
2581,2150,0.04186199,bon wai,one,Standardisation 2,one (Stand. 2)
2591,3150,0.015910615,bon wai,one,Standardisation 2,one (Stand. 2)
2631,1150,0.022536241,tag wai,one,Standardisation 2,one (Stand. 2)
2641,1650,0.017676099,tag wai,one,Standardisation 2,one (Stand. 2)
2651,2150,0.023120692,tag wai,one,Standardisation 2,one (Stand. 2)
2661,3150,0.018807605,tag wai,one,Standardisation 2,one (Stand. 2)
2701,1150,0.005076334,lou wai,one,Standardisation 2,one (Stand. 2)
2711,1650,0.018149008,lou wai,one,Standardisation 2,one (Stand. 2)
2721,2150,0.022414988,lou wai,one,Standardisation 2,one (Stand. 2)
2731,3150,0.019001516,lou wai,one,Standardisation 2,one (Stand. 2)
2771,1150,0.002083333,lan wai,one,Standardisation 2,one (Stand. 2)
2781,1650,0.011869436,lan wai,one,Standardisation 2,one (Stand. 2)
2791,3150,0.005617978,lan wai,one,Standardisation 2,one (Stand. 2)
2821,1650,0.112759644,ano wai,one,Standardisation 2,one (Stand. 2)
2831,2150,0.087120087,ano wai,one,Standardisation 2,one (Stand. 2)
2841,3150,0.092251151,ano wai,one,Standardisation 2,one (Stand. 2)
2891,1150,0.081240144,yac tuk,one,Standardisation 2,one (Stand. 2)
2901,2150,0.005263158,yac tuk,one,Standardisation 2,one (Stand. 2)
2911,3150,0.001519757,yac tuk,one,Standardisation 2,one (Stand. 2)
2961,1150,0.048792271,ava tuk,one,Standardisation 2,one (Stand. 2)
2971,2150,0.064471255,ava tuk,one,Standardisation 2,one (Stand. 2)
2981,3150,0.05465368,ava tuk,one,Standardisation 2,one (Stand. 2)
3021,1150,0.068701883,plu tuk,one,Standardisation 2,one (Stand. 2)
3031,2150,0.065542426,plu tuk,one,Standardisation 2,one (Stand. 2)
3041,3150,0.094358855,plu tuk,one,Standardisation 2,one (Stand. 2)
3091,1150,0.065759076,lot tuk,one,Standardisation 2,one (Stand. 2)
3101,2150,0.001754386,lot tuk,one,Standardisation 2,one (Stand. 2)
3111,3150,0,lot tuk,one,Standardisation 2,one (Stand. 2)
3161,1150,0.047762722,fin tuk,one,Standardisation 2,one (Stand. 2)
3171,2150,0.003508772,fin tuk,one,Standardisation 2,one (Stand. 2)
3181,3150,0,fin tuk,one,Standardisation 2,one (Stand. 2)
3231,1150,0.054343434,vol tuk,one,Standardisation 2,one (Stand. 2)
3241,2150,0.077844705,vol tuk,one,Standardisation 2,one (Stand. 2)
3251,3150,0.032502637,vol tuk,one,Standardisation 2,one (Stand. 2)
3301,1150,0.009035199,bon tuk,one,Standardisation 2,one (Stand. 2)
3311,2150,0.072143816,bon tuk,one,Standardisation 2,one (Stand. 2)
3321,3150,0.064916808,bon tuk,one,Standardisation 2,one (Stand. 2)
3371,1150,0.074770065,tag tuk,one,Standardisation 2,one (Stand. 2)
3381,2150,0.086723259,tag tuk,one,Standardisation 2,one (Stand. 2)
3391,3150,0.096788723,tag tuk,one,Standardisation 2,one (Stand. 2)
3431,1150,0.050284877,lou tuk,one,Standardisation 2,one (Stand. 2)
3441,2150,0.116124433,lou tuk,one,Standardisation 2,one (Stand. 2)
3451,3150,0.109342543,lou tuk,one,Standardisation 2,one (Stand. 2)
3491,1150,0.061510772,lan tuk,one,Standardisation 2,one (Stand. 2)
3501,3150,0.231294326,lan tuk,one,Standardisation 2,one (Stand. 2)
3531,2150,0.065301375,ano tuk,one,Standardisation 2,one (Stand. 2)
3541,3150,0.099348385,ano tuk,one,Standardisation 2,one (Stand. 2)
4331,1650,0.157141437,ano yac,one,Standardisation 2,one (Stand. 2)
4341,2150,0.062720021,ano yac,one,Standardisation 2,one (Stand. 2)
4351,2650,0.000381679,ano yac,one,Standardisation 2,one (Stand. 2)
4361,3150,0.006079027,ano yac,one,Standardisation 2,one (Stand. 2)
5061,1650,0.136618539,ano ava,one,Standardisation 2,one (Stand. 2)
5071,2150,0.184085075,ano ava,one,Standardisation 2,one (Stand. 2)
5081,2650,0.131686655,ano ava,one,Standardisation 2,one (Stand. 2)
5091,3150,0.086961497,ano ava,one,Standardisation 2,one (Stand. 2)
5771,1650,0.048793414,ano plu,one,Standardisation 2,one (Stand. 2)
5781,2150,0.055813129,ano plu,one,Standardisation 2,one (Stand. 2)
5791,2650,0.053649237,ano plu,one,Standardisation 2,one (Stand. 2)
5801,3150,0.02504606,ano plu,one,Standardisation 2,one (Stand. 2)
6391,1650,0,ano lot,one,Standardisation 2,one (Stand. 2)
6401,2150,0.048564796,ano lot,one,Standardisation 2,one (Stand. 2)
6411,2650,0,ano lot,one,Standardisation 2,one (Stand. 2)
6421,3150,0.008810573,ano lot,one,Standardisation 2,one (Stand. 2)
6911,1650,0.124606704,ano fin,one,Standardisation 2,one (Stand. 2)
6921,2150,0.048485719,ano fin,one,Standardisation 2,one (Stand. 2)
6931,2650,0.063578565,ano fin,one,Standardisation 2,one (Stand. 2)
6941,3150,0.034567635,ano fin,one,Standardisation 2,one (Stand. 2)
7301,2150,0.207319746,ano vol,one,Standardisation 2,one (Stand. 2)
7311,2650,0.142741756,ano vol,one,Standardisation 2,one (Stand. 2)
7321,3150,0.237699585,ano vol,one,Standardisation 2,one (Stand. 2)
7601,1650,0.160759031,ano bon,one,Standardisation 2,one (Stand. 2)
7611,2150,0.127081517,ano bon,one,Standardisation 2,one (Stand. 2)
7621,2650,0.120405338,ano bon,one,Standardisation 2,one (Stand. 2)
7631,3150,0.163247228,ano bon,one,Standardisation 2,one (Stand. 2)
7831,1650,0.089978404,ano tag,one,Standardisation 2,one (Stand. 2)
7841,2150,0.093170248,ano tag,one,Standardisation 2,one (Stand. 2)
7851,2650,0.070955578,ano tag,one,Standardisation 2,one (Stand. 2)
7861,3150,0.077902831,ano tag,one,Standardisation 2,one (Stand. 2)
7981,1650,0.033790922,ano lou,one,Standardisation 2,one (Stand. 2)
7991,2150,0.090499107,ano lou,one,Standardisation 2,one (Stand. 2)
8001,2650,0.09843331,ano lou,one,Standardisation 2,one (Stand. 2)
8011,3150,0.038844576,ano lou,one,Standardisation 2,one (Stand. 2)
8051,1650,0.036474501,ano lan,one,Standardisation 2,one (Stand. 2)
8061,2650,0.015004973,ano lan,one,Standardisation 2,one (Stand. 2)
8071,3150,0.028892182,ano lan,one,Standardisation 2,one (Stand. 2)
1,150,0.055291672,ngo aro,both,Standardisation 1,both (Stand. 1)
2,650,0.250484631,ngo aro,both,Standardisation 1,both (Stand. 1)
8,150,0.009466992,wai aro,both,Standardisation 1,both (Stand. 1)
9,650,0.005036497,wai aro,both,Standardisation 1,both (Stand. 1)
14,150,0.018086264,tuk aro,both,Standardisation 1,both (Stand. 1)
15,650,0.009290175,tuk aro,both,Standardisation 1,both (Stand. 1)
18,150,0.202724563,yac aro,both,Standardisation 1,both (Stand. 1)
19,650,0.393785478,yac aro,both,Standardisation 1,both (Stand. 1)
24,150,0.066307278,ava aro,both,Standardisation 1,both (Stand. 1)
25,650,0.140168595,ava aro,both,Standardisation 1,both (Stand. 1)
31,150,0.039774866,plu aro,both,Standardisation 1,both (Stand. 1)
32,650,0.089412955,plu aro,both,Standardisation 1,both (Stand. 1)
38,150,0.360839357,lot aro,both,Standardisation 1,both (Stand. 1)
39,650,0.338043144,lot aro,both,Standardisation 1,both (Stand. 1)
45,150,0.216010202,fin aro,both,Standardisation 1,both (Stand. 1)
46,650,0.160861638,fin aro,both,Standardisation 1,both (Stand. 1)
52,150,0.272689387,vol aro,both,Standardisation 1,both (Stand. 1)
53,650,0.277371791,vol aro,both,Standardisation 1,both (Stand. 1)
58,150,0.017458266,bon aro,both,Standardisation 1,both (Stand. 1)
59,650,0.077431398,bon aro,both,Standardisation 1,both (Stand. 1)
64,150,0.040165127,tag aro,both,Standardisation 1,both (Stand. 1)
65,650,0.012618297,tag aro,both,Standardisation 1,both (Stand. 1)
71,650,0.075745799,lou aro,both,Standardisation 1,both (Stand. 1)
77,650,0.025823628,lan aro,both,Standardisation 1,both (Stand. 1)
87,150,0,wai ngo,both,Standardisation 1,both (Stand. 1)
88,650,0.003333333,wai ngo,both,Standardisation 1,both (Stand. 1)
95,150,0.374048569,tuk ngo,both,Standardisation 1,both (Stand. 1)
96,650,0.042046441,tuk ngo,both,Standardisation 1,both (Stand. 1)
102,150,0.163152983,yac ngo,both,Standardisation 1,both (Stand. 1)
103,650,0.278583212,yac ngo,both,Standardisation 1,both (Stand. 1)
111,150,0.50096773,ava ngo,both,Standardisation 1,both (Stand. 1)
