,times,sims,name,group,type,order
718,2650,0.157565933,lou vol,both,Standardisation 1,both (Stand. 1)
719,3150,0.072426927,lou vol,both,Standardisation 1,both (Stand. 1)
724,1150,0.05707917,lan vol,both,Standardisation 1,both (Stand. 1)
725,2650,0.07807954,lan vol,both,Standardisation 1,both (Stand. 1)
726,3150,0.061148764,lan vol,both,Standardisation 1,both (Stand. 1)
738,1150,0.094866168,tag bon,both,Standardisation 1,both (Stand. 1)
739,1650,0.04734377,tag bon,both,Standardisation 1,both (Stand. 1)
740,2150,0.104077341,tag bon,both,Standardisation 1,both (Stand. 1)
741,2650,0.063927611,tag bon,both,Standardisation 1,both (Stand. 1)
742,3150,0.179325364,tag bon,both,Standardisation 1,both (Stand. 1)
746,1150,0.02940617,lou bon,both,Standardisation 1,both (Stand. 1)
747,1650,0.050049216,lou bon,both,Standardisation 1,both (Stand. 1)
748,2150,0.22584155,lou bon,both,Standardisation 1,both (Stand. 1)
749,2650,0.172008298,lou bon,both,Standardisation 1,both (Stand. 1)
750,3150,0.103228526,lou bon,both,Standardisation 1,both (Stand. 1)
754,1150,0.108884679,lan bon,both,Standardisation 1,both (Stand. 1)
755,1650,0.038348127,lan bon,both,Standardisation 1,both (Stand. 1)
756,2650,0.085238583,lan bon,both,Standardisation 1,both (Stand. 1)
757,3150,0.135696587,lan bon,both,Standardisation 1,both (Stand. 1)
767,1150,0.014113394,lou tag,both,Standardisation 1,both (Stand. 1)
768,1650,0.020235798,lou tag,both,Standardisation 1,both (Stand. 1)
769,2150,0.097219479,lou tag,both,Standardisation 1,both (Stand. 1)
770,2650,0.146787786,lou tag,both,Standardisation 1,both (Stand. 1)
771,3150,0.11485043,lou tag,both,Standardisation 1,both (Stand. 1)
776,1150,0.060510306,lan tag,both,Standardisation 1,both (Stand. 1)
777,1650,0.236061939,lan tag,both,Standardisation 1,both (Stand. 1)
778,2650,0.334673202,lan tag,both,Standardisation 1,both (Stand. 1)
779,3150,0.197272907,lan tag,both,Standardisation 1,both (Stand. 1)
791,1150,0.03492991,lan lou,both,Standardisation 1,both (Stand. 1)
792,1650,0.030841125,lan lou,both,Standardisation 1,both (Stand. 1)
793,2650,0.167818675,lan lou,both,Standardisation 1,both (Stand. 1)
794,3150,0.095070028,lan lou,both,Standardisation 1,both (Stand. 1)
1100,150,0.559864906,ngo aro,both,Standardisation 2,both (Stand. 2)
2100,650,0.694181206,ngo aro,both,Standardisation 2,both (Stand. 2)
811,150,0.009466992,wai aro,both,Standardisation 2,both (Stand. 2)
910,650,0.005036497,wai aro,both,Standardisation 2,both (Stand. 2)
1410,150,0.389701743,tuk aro,both,Standardisation 2,both (Stand. 2)
1510,650,0.044442934,tuk aro,both,Standardisation 2,both (Stand. 2)
1810,150,0.302385483,yac aro,both,Standardisation 2,both (Stand. 2)
1910,650,0.415471208,yac aro,both,Standardisation 2,both (Stand. 2)
2410,150,0.471877808,ava aro,both,Standardisation 2,both (Stand. 2)
2510,650,0.430682429,ava aro,both,Standardisation 2,both (Stand. 2)
3110,150,0.318949953,plu aro,both,Standardisation 2,both (Stand. 2)
3210,650,0.521424885,plu aro,both,Standardisation 2,both (Stand. 2)
3810,150,0.415344728,lot aro,both,Standardisation 2,both (Stand. 2)
3910,650,0.452438285,lot aro,both,Standardisation 2,both (Stand. 2)
4510,150,0.314083683,fin aro,both,Standardisation 2,both (Stand. 2)
4610,650,0.348600435,fin aro,both,Standardisation 2,both (Stand. 2)
5210,150,0.370626749,vol aro,both,Standardisation 2,both (Stand. 2)
5310,650,0.321963102,vol aro,both,Standardisation 2,both (Stand. 2)
5810,150,0.039243311,bon aro,both,Standardisation 2,both (Stand. 2)
5910,650,0.11663991,bon aro,both,Standardisation 2,both (Stand. 2)
6410,150,0.047022192,tag aro,both,Standardisation 2,both (Stand. 2)
6510,650,0.082018927,tag aro,both,Standardisation 2,both (Stand. 2)
7110,650,0.628306115,lou aro,both,Standardisation 2,both (Stand. 2)
7710,650,0.032146714,lan aro,both,Standardisation 2,both (Stand. 2)
871,150,0,wai ngo,both,Standardisation 2,both (Stand. 2)
881,650,0.003340757,wai ngo,both,Standardisation 2,both (Stand. 2)
951,150,0.374048569,tuk ngo,both,Standardisation 2,both (Stand. 2)
961,650,0.043996427,tuk ngo,both,Standardisation 2,both (Stand. 2)
1021,150,0.163152983,yac ngo,both,Standardisation 2,both (Stand. 2)
1031,650,0.279200633,yac ngo,both,Standardisation 2,both (Stand. 2)
1111,150,0.50096773,ava ngo,both,Standardisation 2,both (Stand. 2)
1121,650,0.559912249,ava ngo,both,Standardisation 2,both (Stand. 2)
1201,150,0.309620053,plu ngo,both,Standardisation 2,both (Stand. 2)
1211,650,0.514425425,plu ngo,both,Standardisation 2,both (Stand. 2)
1301,150,0.10713272,lot ngo,both,Standardisation 2,both (Stand. 2)
1311,650,0.392058171,lot ngo,both,Standardisation 2,both (Stand. 2)
1401,150,0.209961634,fin ngo,both,Standardisation 2,both (Stand. 2)
1411,650,0.449409583,fin ngo,both,Standardisation 2,both (Stand. 2)
1501,150,0.185238949,vol ngo,both,Standardisation 2,both (Stand. 2)
1511,650,0.340502353,vol ngo,both,Standardisation 2,both (Stand. 2)
1591,150,0.062820912,bon ngo,both,Standardisation 2,both (Stand. 2)
1601,650,0.22210544,bon ngo,both,Standardisation 2,both (Stand. 2)
1681,150,0.050567554,tag ngo,both,Standardisation 2,both (Stand. 2)
1691,650,0.135836337,tag ngo,both,Standardisation 2,both (Stand. 2)
1781,650,0.510009524,lou ngo,both,Standardisation 2,both (Stand. 2)
1871,650,0.186758787,lan ngo,both,Standardisation 2,both (Stand. 2)
2021,150,0.020015459,tuk wai,both,Standardisation 2,both (Stand. 2)
2031,650,0.008159177,tuk wai,both,Standardisation 2,both (Stand. 2)
2081,150,0.005962412,yac wai,both,Standardisation 2,both (Stand. 2)
2091,650,0.00070922,yac wai,both,Standardisation 2,both (Stand. 2)
2151,150,0.011358658,ava wai,both,Standardisation 2,both (Stand. 2)
2161,650,0.011857708,ava wai,both,Standardisation 2,both (Stand. 2)
2231,150,0.148667091,plu wai,both,Standardisation 2,both (Stand. 2)
2241,650,0.066308762,plu wai,both,Standardisation 2,both (Stand. 2)
2311,150,0.000492128,lot wai,both,Standardisation 2,both (Stand. 2)
2321,650,0,lot wai,both,Standardisation 2,both (Stand. 2)
2391,150,0.003373384,fin wai,both,Standardisation 2,both (Stand. 2)
2401,650,0.012482975,fin wai,both,Standardisation 2,both (Stand. 2)
2471,150,0.009051793,vol wai,both,Standardisation 2,both (Stand. 2)
2481,650,0.001382621,vol wai,both,Standardisation 2,both (Stand. 2)
2541,150,0.006838245,bon wai,both,Standardisation 2,both (Stand. 2)
2551,650,0.018269641,bon wai,both,Standardisation 2,both (Stand. 2)
2611,150,0.012377629,tag wai,both,Standardisation 2,both (Stand. 2)
2621,650,0.009904622,tag wai,both,Standardisation 2,both (Stand. 2)
2691,650,0.007874016,lou wai,both,Standardisation 2,both (Stand. 2)
2761,650,0.002420126,lan wai,both,Standardisation 2,both (Stand. 2)
2871,150,0.225057433,yac tuk,both,Standardisation 2,both (Stand. 2)
2881,650,0.145209977,yac tuk,both,Standardisation 2,both (Stand. 2)
2941,150,0.381195686,ava tuk,both,Standardisation 2,both (Stand. 2)
2951,650,0.042984779,ava tuk,both,Standardisation 2,both (Stand. 2)
3001,150,0.293201779,plu tuk,both,Standardisation 2,both (Stand. 2)
3011,650,0.04501906,plu tuk,both,Standardisation 2,both (Stand. 2)
3071,150,0.060324702,lot tuk,both,Standardisation 2,both (Stand. 2)
3081,650,0.040548979,lot tuk,both,Standardisation 2,both (Stand. 2)
3141,150,0.098444604,fin tuk,both,Standardisation 2,both (Stand. 2)
3151,650,0.040548979,fin tuk,both,Standardisation 2,both (Stand. 2)
3211,150,0.136315062,vol tuk,both,Standardisation 2,both (Stand. 2)
3221,650,0.052496908,vol tuk,both,Standardisation 2,both (Stand. 2)
3281,150,0.028819791,bon tuk,both,Standardisation 2,both (Stand. 2)
3291,650,0.044197745,bon tuk,both,Standardisation 2,both (Stand. 2)
3351,150,0.017933109,tag tuk,both,Standardisation 2,both (Stand. 2)
3361,650,0.045478475,tag tuk,both,Standardisation 2,both (Stand. 2)
3421,650,0.039781322,lou tuk,both,Standardisation 2,both (Stand. 2)
3481,650,0.017617908,lan tuk,both,Standardisation 2,both (Stand. 2)
3571,150,0.165367344,ava yac,both,Standardisation 2,both (Stand. 2)
3581,650,0.238942092,ava yac,both,Standardisation 2,both (Stand. 2)
3651,150,0.137513054,plu yac,both,Standardisation 2,both (Stand. 2)
3661,650,0.104705499,plu yac,both,Standardisation 2,both (Stand. 2)
3741,150,0.226345273,lot yac,both,Standardisation 2,both (Stand. 2)
3751,650,0.373168859,lot yac,both,Standardisation 2,both (Stand. 2)
3831,150,0.248214926,fin yac,both,Standardisation 2,both (Stand. 2)
3841,650,0.193292288,fin yac,both,Standardisation 2,both (Stand. 2)
3921,150,0.449818437,vol yac,both,Standardisation 2,both (Stand. 2)
3931,650,0.488010956,vol yac,both,Standardisation 2,both (Stand. 2)
4001,150,0.038209414,bon yac,both,Standardisation 2,both (Stand. 2)
4011,650,0.10093531,bon yac,both,Standardisation 2,both (Stand. 2)
4091,150,0.033630422,tag yac,both,Standardisation 2,both (Stand. 2)
4101,650,0.039824388,tag yac,both,Standardisation 2,both (Stand. 2)
4181,650,0.088614864,lou yac,both,Standardisation 2,both (Stand. 2)
4261,650,0.051971985,lan yac,both,Standardisation 2,both (Stand. 2)
4391,150,0.30271909,plu ava,both,Standardisation 2,both (Stand. 2)
4401,650,0.374333294,plu ava,both,Standardisation 2,both (Stand. 2)
4481,150,0.116330833,lot ava,both,Standardisation 2,both (Stand. 2)
4491,650,0.2490143,lot ava,both,Standardisation 2,both (Stand. 2)
4571,150,0.18757282,fin ava,both,Standardisation 2,both (Stand. 2)
4581,650,0.351189026,fin ava,both,Standardisation 2,both (Stand. 2)
4661,150,0.325512504,vol ava,both,Standardisation 2,both (Stand. 2)
4671,650,0.398566862,vol ava,both,Standardisation 2,both (Stand. 2)
4741,150,0.150039665,bon ava,both,Standardisation 2,both (Stand. 2)
4751,650,0.271809011,bon ava,both,Standardisation 2,both (Stand. 2)
4821,150,0.133196279,tag ava,both,Standardisation 2,both (Stand. 2)
4831,650,0.128957245,tag ava,both,Standardisation 2,both (Stand. 2)
4911,650,0.357442968,lou ava,both,Standardisation 2,both (Stand. 2)
4991,650,0.191314239,lan ava,both,Standardisation 2,both (Stand. 2)
5121,150,0.073174874,lot plu,both,Standardisation 2,both (Stand. 2)
5131,650,0.188356101,lot plu,both,Standardisation 2,both (Stand. 2)
5221,150,0.110997794,fin plu,both,Standardisation 2,both (Stand. 2)
5231,650,0.262396136,fin plu,both,Standardisation 2,both (Stand. 2)
5321,150,0.138137025,vol plu,both,Standardisation 2,both (Stand. 2)
5331,650,0.139306021,vol plu,both,Standardisation 2,both (Stand. 2)
5411,150,0.063156614,bon plu,both,Standardisation 2,both (Stand. 2)
5421,650,0.134073765,bon plu,both,Standardisation 2,both (Stand. 2)
5501,150,0.078604161,tag plu,both,Standardisation 2,both (Stand. 2)
5511,650,0.115989522,tag plu,both,Standardisation 2,both (Stand. 2)
5601,650,0.695222564,lou plu,both,Standardisation 2,both (Stand. 2)
5691,650,0.061835707,lan plu,both,Standardisation 2,both (Stand. 2)
5841,150,0.392022672,fin lot,both,Standardisation 2,both (Stand. 2)
5851,650,0.460710799,fin lot,both,Standardisation 2,both (Stand. 2)
5941,150,0.25284694,vol lot,both,Standardisation 2,both (Stand. 2)
5951,650,0.272554465,vol lot,both,Standardisation 2,both (Stand. 2)
6031,150,0.030280276,bon lot,both,Standardisation 2,both (Stand. 2)
6041,650,0.126951743,bon lot,both,Standardisation 2,both (Stand. 2)
6121,150,0.019325398,tag lot,both,Standardisation 2,both (Stand. 2)
6131,650,0.088328076,tag lot,both,Standardisation 2,both (Stand. 2)
6221,650,0.181324275,lou lot,both,Standardisation 2,both (Stand. 2)
6311,650,0.070806379,lan lot,both,Standardisation 2,both (Stand. 2)
6461,150,0.31002742,vol fin,both,Standardisation 2,both (Stand. 2)
6471,650,0.240693476,vol fin,both,Standardisation 2,both (Stand. 2)
6551,150,0.051333726,bon fin,both,Standardisation 2,both (Stand. 2)
6561,650,0.137273775,bon fin,both,Standardisation 2,both (Stand. 2)
6641,150,0.064634755,tag fin,both,Standardisation 2,both (Stand. 2)
6651,650,0.095552377,tag fin,both,Standardisation 2,both (Stand. 2)
6741,650,0.254667931,lou fin,both,Standardisation 2,both (Stand. 2)
6831,650,0.182992904,lan fin,both,Standardisation 2,both (Stand. 2)
6981,150,0.140483467,bon vol,both,Standardisation 2,both (Stand. 2)
6991,650,0.35960799,bon vol,both,Standardisation 2,both (Stand. 2)
7061,150,0.045469771,tag vol,both,Standardisation 2,both (Stand. 2)
7071,650,0.072982479,tag vol,both,Standardisation 2,both (Stand. 2)
7151,650,0.121172051,lou vol,both,Standardisation 2,both (Stand. 2)
7231,650,0.235261546,lan vol,both,Standardisation 2,both (Stand. 2)
7361,150,0.098989726,tag bon,both,Standardisation 2,both (Stand. 2)
7371,650,0.162400721,tag bon,both,Standardisation 2,both (Stand. 2)
7451,650,0.106051895,lou bon,both,Standardisation 2,both (Stand. 2)
7531,650,0.229472796,lan bon,both,Standardisation 2,both (Stand. 2)
7661,650,0.082801361,lou tag,both,Standardisation 2,both (Stand. 2)
7751,650,0.067303398,lan tag,both,Standardisation 2,both (Stand. 2)
7901,650,0.056435535,lan lou,both,Standardisation 2,both (Stand. 2)
3100,1150,0.712418369,ngo aro,both,Standardisation 2,both (Stand. 2)
4100,1650,0.388723808,ngo aro,both,Standardisation 2,both (Stand. 2)
5100,2650,0.296244932,ngo aro,both,Standardisation 2,both (Stand. 2)
6100,3150,0.149191211,ngo aro,both,Standardisation 2,both (Stand. 2)
2010,1150,0.407516585,yac aro,both,Standardisation 2,both (Stand. 2)
2110,1650,0.235487233,yac aro,both,Standardisation 2,both (Stand. 2)
2210,2650,0.000381679,yac aro,both,Standardisation 2,both (Stand. 2)
2310,3150,0.006079027,yac aro,both,Standardisation 2,both (Stand. 2)
2610,1150,0.299795942,ava aro,both,Standardisation 2,both (Stand. 2)
2710,1650,0.306758941,ava aro,both,Standardisation 2,both (Stand. 2)
2810,2650,0.257281553,ava aro,both,Standardisation 2,both (Stand. 2)
2910,3150,0.238165937,ava aro,both,Standardisation 2,both (Stand. 2)
3310,1150,0.552305627,plu aro,both,Standardisation 2,both (Stand. 2)
3410,1650,0.31997268,plu aro,both,Standardisation 2,both (Stand. 2)
3510,2650,0.032407407,plu aro,both,Standardisation 2,both (Stand. 2)
3610,3150,0.051344149,plu aro,both,Standardisation 2,both (Stand. 2)
4010,1150,0.244027545,lot aro,both,Standardisation 2,both (Stand. 2)
4110,1650,0,lot aro,both,Standardisation 2,both (Stand. 2)
4210,2650,0,lot aro,both,Standardisation 2,both (Stand. 2)
4310,3150,0,lot aro,both,Standardisation 2,both (Stand. 2)
4710,1150,0.19323752,fin aro,both,Standardisation 2,both (Stand. 2)
4810,1650,0.133559029,fin aro,both,Standardisation 2,both (Stand. 2)
4910,2650,0.091287863,fin aro,both,Standardisation 2,both (Stand. 2)
5010,3150,0.018694129,fin aro,both,Standardisation 2,both (Stand. 2)
5410,1150,0.306846061,vol aro,both,Standardisation 2,both (Stand. 2)
5510,2650,0.283617424,vol aro,both,Standardisation 2,both (Stand. 2)
5610,3150,0.267124235,vol aro,both,Standardisation 2,both (Stand. 2)
6010,1150,0.052350077,bon aro,both,Standardisation 2,both (Stand. 2)
6110,1650,0.293669203,bon aro,both,Standardisation 2,both (Stand. 2)
6210,2650,0.367847837,bon aro,both,Standardisation 2,both (Stand. 2)
6310,3150,0.153990526,bon aro,both,Standardisation 2,both (Stand. 2)
6610,1150,0.445494423,tag aro,both,Standardisation 2,both (Stand. 2)
6710,1650,0.132414212,tag aro,both,Standardisation 2,both (Stand. 2)
6810,2650,0.008962543,tag aro,both,Standardisation 2,both (Stand. 2)
6910,3150,0.02452178,tag aro,both,Standardisation 2,both (Stand. 2)
7210,1150,0.60524482,lou aro,both,Standardisation 2,both (Stand. 2)
7310,1650,0.398652673,lou aro,both,Standardisation 2,both (Stand. 2)
7410,2650,0.424513807,lou aro,both,Standardisation 2,both (Stand. 2)
7510,3150,0.245238434,lou aro,both,Standardisation 2,both (Stand. 2)
7810,1150,0.039993289,lan aro,both,Standardisation 2,both (Stand. 2)
7910,1650,0.024390244,lan aro,both,Standardisation 2,both (Stand. 2)
8010,2650,0.006472492,lan aro,both,Standardisation 2,both (Stand. 2)
812,3150,0.006382979,lan aro,both,Standardisation 2,both (Stand. 2)
1041,1150,0.197249411,yac ngo,both,Standardisation 2,both (Stand. 2)
1051,1650,0.026677881,yac ngo,both,Standardisation 2,both (Stand. 2)
1061,2150,0.057293326,yac ngo,both,Standardisation 2,both (Stand. 2)
1071,2650,0.004859883,yac ngo,both,Standardisation 2,both (Stand. 2)
1081,3150,0.007521279,yac ngo,both,Standardisation 2,both (Stand. 2)
1131,1150,0.37674303,ava ngo,both,Standardisation 2,both (Stand. 2)
1141,1650,0.292973198,ava ngo,both,Standardisation 2,both (Stand. 2)
1151,2150,0.367422284,ava ngo,both,Standardisation 2,both (Stand. 2)
1161,2650,0.421426783,ava ngo,both,Standardisation 2,both (Stand. 2)
1171,3150,0.170006008,ava ngo,both,Standardisation 2,both (Stand. 2)
1221,1150,0.556085386,plu ngo,both,Standardisation 2,both (Stand. 2)
1231,1650,0.324762304,plu ngo,both,Standardisation 2,both (Stand. 2)
1241,2150,0.236187388,plu ngo,both,Standardisation 2,both (Stand. 2)
1251,2650,0.176239346,plu ngo,both,Standardisation 2,both (Stand. 2)
1261,3150,0.202503899,plu ngo,both,Standardisation 2,both (Stand. 2)
1321,1150,0.223637273,lot ngo,both,Standardisation 2,both (Stand. 2)
1331,1650,0,lot ngo,both,Standardisation 2,both (Stand. 2)
1341,2150,0.071131392,lot ngo,both,Standardisation 2,both (Stand. 2)
1351,2650,0.003584229,lot ngo,both,Standardisation 2,both (Stand. 2)
1361,3150,0.173274576,lot ngo,both,Standardisation 2,both (Stand. 2)
1421,1150,0.201801851,fin ngo,both,Standardisation 2,both (Stand. 2)
1431,1650,0.048005529,fin ngo,both,Standardisation 2,both (Stand. 2)
1441,2150,0.050542552,fin ngo,both,Standardisation 2,both (Stand. 2)
1451,2650,0.064227073,fin ngo,both,Standardisation 2,both (Stand. 2)
1461,3150,0,fin ngo,both,Standardisation 2,both (Stand. 2)
1521,1150,0.192504821,vol ngo,both,Standardisation 2,both (Stand. 2)
1531,2150,0.208571536,vol ngo,both,Standardisation 2,both (Stand. 2)
1541,2650,0.201478307,vol ngo,both,Standardisation 2,both (Stand. 2)
1551,3150,0.113352142,vol ngo,both,Standardisation 2,both (Stand. 2)
1611,1150,0.078447493,bon ngo,both,Standardisation 2,both (Stand. 2)
1621,1650,0.043582851,bon ngo,both,Standardisation 2,both (Stand. 2)
1631,2150,0.240595939,bon ngo,both,Standardisation 2,both (Stand. 2)
1641,2650,0.199743233,bon ngo,both,Standardisation 2,both (Stand. 2)
1651,3150,0.112290387,bon ngo,both,Standardisation 2,both (Stand. 2)
1701,1150,0.492791434,tag ngo,both,Standardisation 2,both (Stand. 2)
1711,1650,0.167709959,tag ngo,both,Standardisation 2,both (Stand. 2)
1721,2150,0.07793178,tag ngo,both,Standardisation 2,both (Stand. 2)
1731,2650,0.074854165,tag ngo,both,Standardisation 2,both (Stand. 2)
1741,3150,0.031804537,tag ngo,both,Standardisation 2,both (Stand. 2)
1791,1150,0.740935235,lou ngo,both,Standardisation 2,both (Stand. 2)
1801,1650,0.807270919,lou ngo,both,Standardisation 2,both (Stand. 2)
1811,2150,0.496636214,lou ngo,both,Standardisation 2,both (Stand. 2)
1821,2650,0.291740079,lou ngo,both,Standardisation 2,both (Stand. 2)
1831,3150,0.151878463,lou ngo,both,Standardisation 2,both (Stand. 2)
1881,1150,0.088524533,lan ngo,both,Standardisation 2,both (Stand. 2)
1891,1650,0.067654978,lan ngo,both,Standardisation 2,both (Stand. 2)
1901,2650,0.145523154,lan ngo,both,Standardisation 2,both (Stand. 2)
1911,3150,0.113253495,lan ngo,both,Standardisation 2,both (Stand. 2)
3591,1150,0.174909049,ava yac,both,Standardisation 2,both (Stand. 2)
3601,1650,0.083139972,ava yac,both,Standardisation 2,both (Stand. 2)
3611,2150,0.061161101,ava yac,both,Standardisation 2,both (Stand. 2)
3621,2650,0.005236048,ava yac,both,Standardisation 2,both (Stand. 2)
3631,3150,0.031884253,ava yac,both,Standardisation 2,both (Stand. 2)
3671,1150,0.141740801,plu yac,both,Standardisation 2,both (Stand. 2)
3681,1650,0.028092046,plu yac,both,Standardisation 2,both (Stand. 2)
3691,2150,0.014706882,plu yac,both,Standardisation 2,both (Stand. 2)
3701,2650,0.011536844,plu yac,both,Standardisation 2,both (Stand. 2)
3711,3150,0.031954612,plu yac,both,Standardisation 2,both (Stand. 2)
3761,1150,0.390677062,lot yac,both,Standardisation 2,both (Stand. 2)
3771,1650,0.684448897,lot yac,both,Standardisation 2,both (Stand. 2)
3781,2150,0.646189463,lot yac,both,Standardisation 2,both (Stand. 2)
3791,2650,0.804477688,lot yac,both,Standardisation 2,both (Stand. 2)
3801,3150,0.421879044,lot yac,both,Standardisation 2,both (Stand. 2)
3851,1150,0.195191195,fin yac,both,Standardisation 2,both (Stand. 2)
3861,1650,0.139158549,fin yac,both,Standardisation 2,both (Stand. 2)
3871,2150,0.066485272,fin yac,both,Standardisation 2,both (Stand. 2)
3881,2650,0.000381679,fin yac,both,Standardisation 2,both (Stand. 2)
3891,3150,0.035938633,fin yac,both,Standardisation 2,both (Stand. 2)
3941,1150,0.465132144,vol yac,both,Standardisation 2,both (Stand. 2)
3951,2150,0.114481646,vol yac,both,Standardisation 2,both (Stand. 2)
3961,2650,0.135666267,vol yac,both,Standardisation 2,both (Stand. 2)
3971,3150,0.178814973,vol yac,both,Standardisation 2,both (Stand. 2)
4021,1150,0.052855154,bon yac,both,Standardisation 2,both (Stand. 2)
4031,1650,0.23868628,bon yac,both,Standardisation 2,both (Stand. 2)
4041,2150,0.06703504,bon yac,both,Standardisation 2,both (Stand. 2)
4051,2650,0.009895719,bon yac,both,Standardisation 2,both (Stand. 2)
4061,3150,0.011307377,bon yac,both,Standardisation 2,both (Stand. 2)
4111,1150,0.066431062,tag yac,both,Standardisation 2,both (Stand. 2)
4121,1650,0.016502408,tag yac,both,Standardisation 2,both (Stand. 2)
4131,2150,0.004839021,tag yac,both,Standardisation 2,both (Stand. 2)
4141,2650,0.003190448,tag yac,both,Standardisation 2,both (Stand. 2)
4151,3150,0.001478158,tag yac,both,Standardisation 2,both (Stand. 2)
4191,1150,0.072813518,lou yac,both,Standardisation 2,both (Stand. 2)
4201,1650,0.039129909,lou yac,both,Standardisation 2,both (Stand. 2)
4211,2150,0.085130194,lou yac,both,Standardisation 2,both (Stand. 2)
4221,2650,0.0065588,lou yac,both,Standardisation 2,both (Stand. 2)
4231,3150,0.026885382,lou yac,both,Standardisation 2,both (Stand. 2)
4271,1150,0.055462998,lan yac,both,Standardisation 2,both (Stand. 2)
4281,1650,0.05846844,lan yac,both,Standardisation 2,both (Stand. 2)
4291,2650,0.04896169,lan yac,both,Standardisation 2,both (Stand. 2)
4301,3150,0.042277835,lan yac,both,Standardisation 2,both (Stand. 2)
4411,1150,0.25803377,plu ava,both,Standardisation 2,both (Stand. 2)
4421,1650,0.255184926,plu ava,both,Standardisation 2,both (Stand. 2)
4431,2150,0.182067759,plu ava,both,Standardisation 2,both (Stand. 2)
4441,2650,0.250854009,plu ava,both,Standardisation 2,both (Stand. 2)
4451,3150,0.143560429,plu ava,both,Standardisation 2,both (Stand. 2)
4501,1150,0.256118957,lot ava,both,Standardisation 2,both (Stand. 2)
4511,1650,0.064748201,lot ava,both,Standardisation 2,both (Stand. 2)
4521,2150,0.053377323,lot ava,both,Standardisation 2,both (Stand. 2)
4531,2650,0.002427184,lot ava,both,Standardisation 2,both (Stand. 2)
4541,3150,0,lot ava,both,Standardisation 2,both (Stand. 2)
4591,1150,0.229886223,fin ava,both,Standardisation 2,both (Stand. 2)
4601,1650,0.128637015,fin ava,both,Standardisation 2,both (Stand. 2)
4611,2150,0.056127041,fin ava,both,Standardisation 2,both (Stand. 2)
4621,2650,0.063106796,fin ava,both,Standardisation 2,both (Stand. 2)
4631,3150,0.018694129,fin ava,both,Standardisation 2,both (Stand. 2)
4681,1150,0.360035134,vol ava,both,Standardisation 2,both (Stand. 2)
4691,2150,0.352532369,vol ava,both,Standardisation 2,both (Stand. 2)
4701,2650,0.240636033,vol ava,both,Standardisation 2,both (Stand. 2)
4711,3150,0.146747767,vol ava,both,Standardisation 2,both (Stand. 2)
4761,1150,0.10335732,bon ava,both,Standardisation 2,both (Stand. 2)
4771,1650,0.102165561,bon ava,both,Standardisation 2,both (Stand. 2)
4781,2150,0.259132533,bon ava,both,Standardisation 2,both (Stand. 2)
4791,2650,0.167964327,bon ava,both,Standardisation 2,both (Stand. 2)
4801,3150,0.113436869,bon ava,both,Standardisation 2,both (Stand. 2)
4841,1150,0.226593756,tag ava,both,Standardisation 2,both (Stand. 2)
4851,1650,0.311024704,tag ava,both,Standardisation 2,both (Stand. 2)
4861,2150,0.240262977,tag ava,both,Standardisation 2,both (Stand. 2)
4871,2650,0.16948017,tag ava,both,Standardisation 2,both (Stand. 2)
4881,3150,0.099849673,tag ava,both,Standardisation 2,both (Stand. 2)
4921,1150,0.185588152,lou ava,both,Standardisation 2,both (Stand. 2)
4931,1650,0.260805793,lou ava,both,Standardisation 2,both (Stand. 2)
4941,2150,0.200703821,lou ava,both,Standardisation 2,both (Stand. 2)
4951,2650,0.258848614,lou ava,both,Standardisation 2,both (Stand. 2)
4961,3150,0.160597115,lou ava,both,Standardisation 2,both (Stand. 2)
5001,1150,0.211712332,lan ava,both,Standardisation 2,both (Stand. 2)
5011,1650,0.22007961,lan ava,both,Standardisation 2,both (Stand. 2)
5021,2650,0.159385113,lan ava,both,Standardisation 2,both (Stand. 2)
5031,3150,0.135973635,lan ava,both,Standardisation 2,both (Stand. 2)
5141,1150,0.237686869,lot plu,both,Standardisation 2,both (Stand. 2)
5151,1650,0.000476644,lot plu,both,Standardisation 2,both (Stand. 2)
5161,2150,0.006496776,lot plu,both,Standardisation 2,both (Stand. 2)
5171,2650,0,lot plu,both,Standardisation 2,both (Stand. 2)
5181,3150,0.086273833,lot plu,both,Standardisation 2,both (Stand. 2)
5241,1150,0.127212174,fin plu,both,Standardisation 2,both (Stand. 2)
5251,1650,0.028083041,fin plu,both,Standardisation 2,both (Stand. 2)
5261,2150,0.045361891,fin plu,both,Standardisation 2,both (Stand. 2)
5271,2650,0,fin plu,both,Standardisation 2,both (Stand. 2)
5281,3150,0.002314815,fin plu,both,Standardisation 2,both (Stand. 2)
5341,1150,0.137768831,vol plu,both,Standardisation 2,both (Stand. 2)
5351,2150,0.109860911,vol plu,both,Standardisation 2,both (Stand. 2)
5361,2650,0.434895833,vol plu,both,Standardisation 2,both (Stand. 2)
5371,3150,0.312230008,vol plu,both,Standardisation 2,both (Stand. 2)
5431,1150,0.064350244,bon plu,both,Standardisation 2,both (Stand. 2)
5441,1650,0.04189415,bon plu,both,Standardisation 2,both (Stand. 2)
5451,2150,0.146019674,bon plu,both,Standardisation 2,both (Stand. 2)
5461,2650,0.046568429,bon plu,both,Standardisation 2,both (Stand. 2)
5471,3150,0.095214288,bon plu,both,Standardisation 2,both (Stand. 2)
5521,1150,0.496252509,tag plu,both,Standardisation 2,both (Stand. 2)
