"","times","sims","name"
"ngo aro.1",150,0.133333333333333,"ngo aro"
"ngo aro.2",650,0.076923076923077,"ngo aro"
"ngo aro.3",1150,0.130434782608696,"ngo aro"
"ngo aro.4",1650,0.105263157894737,"ngo aro"
"ngo aro.5",2650,0.0645161290322581,"ngo aro"
"ngo aro.6",3150,0.0571428571428572,"ngo aro"
"ngo aro.7",4650,0.0444444444444444,"ngo aro"
"wai aro.1",150,0.0454545454545455,"wai aro"
"wai aro.2",650,0.0185185185185185,"wai aro"
"wai aro.3",1150,0.0208333333333334,"wai aro"
"wai aro.4",1650,0.0294117647058824,"wai aro"
"wai aro.5",3150,0.0238095238095237,"wai aro"
"wai aro.6",4650,0,"wai aro"
"tuk aro.1",150,0.117647058823529,"tuk aro"
"tuk aro.2",650,0.0909090909090909,"tuk aro"
"tuk aro.3",1150,0.0434782608695652,"tuk aro"
"tuk aro.4",3150,0.0476190476190477,"tuk aro"
"yac aro.1",150,0.125,"yac aro"
"yac aro.2",650,0.142857142857143,"yac aro"
"yac aro.3",1150,0.115384615384615,"yac aro"
"yac aro.4",1650,0.142857142857143,"yac aro"
"yac aro.5",2650,0.0555555555555556,"yac aro"
"yac aro.6",3150,0.0555555555555556,"yac aro"
"ava aro.1",150,0.1,"ava aro"
"ava aro.2",650,0.117647058823529,"ava aro"
"ava aro.3",1150,0.151515151515152,"ava aro"
"ava aro.4",1650,0.102564102564103,"ava aro"
"ava aro.5",2650,0.0810810810810811,"ava aro"
"ava aro.6",3150,0.19047619047619,"ava aro"
"ava aro.7",4650,0.136363636363636,"ava aro"
"plu aro.1",150,0.148148148148148,"plu aro"
"plu aro.2",650,0.0851063829787234,"plu aro"
"plu aro.3",1150,0.0888888888888889,"plu aro"
"plu aro.4",1650,0.076923076923077,"plu aro"
"plu aro.5",2650,0,"plu aro"
"plu aro.6",3150,0.0789473684210525,"plu aro"
"plu aro.7",4650,0.0499999999999999,"plu aro"
"lot aro.1",150,0.125,"lot aro"
"lot aro.2",650,0.111111111111111,"lot aro"
"lot aro.3",1150,0.105263157894737,"lot aro"
"lot aro.4",1650,0,"lot aro"
"lot aro.5",2650,0,"lot aro"
"lot aro.6",3150,0,"lot aro"
"lot aro.7",4650,0,"lot aro"
