"","Acacia","Acalypha","Acanthaceae","Achyranthes","Acrostichum","Agathis","Agathis australis","Albizia","Aleurites","Alphitonia","Alternanthera","Alyxia","Amaranthaceae","Amaranthus","Anacardiaceae","Anacolosa","Annonaceae","Anthoceros","Antidesma","Antirhea","Apiaceae","Apium prostratum","Apocynaceae","Apodytes clusiifolia","Araceae","Araliaceae","Araucaria","Ardisia","Arecaceae","Argophyllaceae","Aristotelia","Arytera","Ascarina","Ascarina lucida","Asparagaceae","Aspleniaceae","Asplenium","Astelia","Asteraceae","Austrobuxus","Avicennia marina","Baccaurea","Balanops","Barringtonia","Bignoniaceae","Bischofia","Blechnum","Boraginaceae","Brassicaceae","Burseraceae","Cal_yrs_BP","Callitriche","Callitris","Calophyllaceae","Calophyllum","Calycosia","Calystegia","Canarium","Canavalia","Cannabaceae","Caprifoliaceae","Cardiopteridaceae","Cardiospermum","Carex","Caryophyllaceae","Casuarina","Casuarinaceae","Celastraceae","Celtis","Cerberiopsis","Chrysobalanaceae","Claoxylon","Clematis","Clethraceae","Clusiaceae","Cocos","Cocos nucifera","Codia","Colocasia","Colocasia esculenta","Combretaceae","Combretum","Commelina","Commersonia","Convolvulaceae","Coprosma","Cordyline","Coriaria","Corynocarpus","Cucurbitaceae","Cunoniaceae","Cupaniopsis","Cuphea","Cyathea","Cyatheaceae","Cycadaceae","Cyclophyllum barbatum","Cyperaceae","Cyperus","Cyrtandra","Dacrycarpus","Dacrycarpus dacrydioides","Dacrydium","Dacrydium cupressinum","Decaisnina forsteriana","Decaspermum","Dennstaedtiaceae","Desmodium","Dianella","Dicksonia","Dicranopteris","Dicranopteris linearis","Dillenia","Dilleniaceae","Diospyros","Dodonaea","Dodonaea viscosa","Dolicholobium","Dracaena","Dysoxylum","Ebenaceae","Elaeocarpaceae","Elaeocarpus","Elattostachys","Eleocharis","Embelia","Endospermum","Ericaceae","Erythrina","Erythrina variegata","Escalloniaceae","Euodia","Euphorbia","Euphorbiaceae","Excoecaria","Exocarpos","Fabaceae","Fagraea","Ficus","Fimbristylis","Flagellaria","Flagellariaceae","Freycinetia","Garcinia","Gardenia","Garuga","Geniostoma","Geranium","Gesneriaceae","Glochidion","Goodeniaceae","Grewia","Group.1","Guettarda","Guioa","Gunneraceae","Gymnosporia","Gymnostoma","Haloragaceae","Haloragis","Hedycarya","Hemionitis","Heritiera","Hernandia","Hibbertia","Hibiscus","Histiopteris incisa","Homalanthus","Homalium","Huperzia varia","Hydrocharitaceae","Hymenophyllaceae","Hymenophyllum","Hypolepis","Ilex","Ipomoea","Ixora","Jasminum","Joinvillea","Juncus","Kermadecia","Knightia","Lamiaceae","Lauraceae","Laurelia","Lecythidaceae","Leea","Lepidosperma","Leptospermum","Libocedrus","Liliaceae","Lindsaeaceae","Liquidambar","Loganiaceae","Longetia","Loranthaceae","Ludwigia","Lumnitzera","Lycopodiaceae","Lycopodiella","Lycopodiella cernua","Lycopodiella lateralis","Lycopodium","Lycopodium scariosum","Lycopodium volubile","Lygodium","Lythraceae","Lythrum","Macaranga","Macrolearia colensoi","Maesa","Mallotus","Malpighiaceae","Malvaceae","Marattiaceae","Maytenus","Melaleuca","Melastoma","Melastomataceae","Meliaceae","Melicope","Melicytus","Melochia","Menyanthaceae","Meryta","Metrosideros","Metroxylon","Metroxylon vitiense","Microsorum","Monimiaceae","Moraceae","Muehlenbeckia","Mussaenda","Myoporum","Myoporum rapense","Myriophyllum","Myristica","Myrsine","Myrtaceae","Neonauclea","Neopanax arboreus","Nepenthes","Nestegis","Neuburgia","Nothofagus","Nyctaginaceae","Nymphoides","Nymphoides indica","Olacaceae","Oleaceae","Onagraceae","Ophioglossum","Ophiorrhiza","Orchidaceae","Oxalis","Paesia","Palaquium","Pandanaceae","Pandanus","Pandanus tectorius","Paracryphiaceae","Parinari","Parsonsia","Pectinopitys ferruginea","Phaleria","Phormium","Phyllanthaceae","Phyllanthus","Phyllocladus","Phytolaccaceae","Picrodendraceae","Pinaceae","Pinus","Piper","Piperaceae","Pisonia","Pittosporaceae","Pittosporum","Planchonella","Plantaginaceae","Plantago","Plerandra","Poaceae","Podocarpaceae","Podocarpus","Polygala","Polygonaceae","Polygonum","Polypodiaceae","Polypodium","Polyscias","Portulacaceae","Potamogeton","Potamogetonaceae","Primulaceae","Proteaceae","Prumnopitys taxifolia","Psidium guajava","Psilotum","Psychotria","Pteridaceae","Pteridium","Pteridium esculentum","Pteris","Pteris berteroana","Pteris tremula","Pyrrosia","Quintinia","Randia","Ranunculaceae","Ranunculus","Rauvolfia","Rhamnaceae","Rhizophora","Rhizophoraceae","Rhopalostylis sapida","Rhus","Rosaceae","Rubiaceae","Rumex","Rutaceae","Salacia","Salicaceae","Sapindaceae","Sapotaceae","Saurauia","Scaevola","Scaevola taccada","Schefflera","Schizaea","Schoenus","Selaginella","Selaginella kraussiana","Sigesbeckia orientalis","Simaroubaceae","Site","Sloanea","Smilacaceae","Solanaceae","Solanum","Sonchus","Sophora","Sophora tomentosa","Stachytarpheta","Stemonuraceae","Stenochlaena","Stenochlaena palustris","Streblus","Symplocos","Syzygium","Tapeinosperma","Terminalia","Thelypteris","Thymelaeaceae","Timonius","Trema","Trifolium","Triumfetta","Typha","Typha latifolia","Typha orientalis","Typhaceae","Ulex europaeus","Ulmaceae","Urena","Urticaceae","Verbenaceae","Veronica","Vigna","Vitaceae","Vitex lucens","Weinmannia","Xanthomyrtus"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364298724954463,0,0,0,0.182149362477231,0,0,0,0,0,0.182149362477231,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.183970856102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182149362477231,0,0,0,0,0,0.910746812386157,0,0,20.2185792349727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-100,400]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182149362477231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27504553734062,0,0,0,0,0,0,0,0,0,0,3.27868852459016,0,0,0,0,0,0.546448087431694,0,0,0,0,0,0,0,6.19307832422587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91803278688525,0,0,0,0,0,1.09289617486339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182149362477231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73224043715847,0,0,0,0,0,0.182149362477231,0,0,0,0,0,0,0.182149362477231,0,0,0,0,0,0,6.01092896174863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"plu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43773978819586,0,0,0,0,0,0,0,0.0555555555555556,0,0,0,0,0,0,0,0.0314465408805031,0,0.0870020964360587,0,0,0.0986193293885602,0,0,0,0,0,0,0,0,0,0.515450361604208,0,304.533333333333,0,0,0,0,0,0,0,0,0,0,0,0,8.33743648270496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13828414771811,0.302916038210156,1.73909159969059,0,0,0,0,0,6.54229087140314,0,0,0,0,0,0,0,0.0314465408805031,0,1.59774353817049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147348880380555,0,0,0,0,0,0,0,0,0,0,0,0.0512820512820513,0,0,0,0,0,0,0,0,0,0,0.238540634335194,0,0,0,0,"(-100,400]",0,0,0,0,0,0,1.53412155240573,0,0.0555555555555556,0,0,0,0,0.343115797733887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100591715976331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808870393281596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221012739880664,0,0,0.446047601430509,0,0,0.0314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633139723655255,0,0,0.0318674314850223,0.607028118557692,0,0,0,0,0,0,0,0.0804661487236404,0,0.0493096646942801,0,0,0.0314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405731523378582,0,0,0,0.608317947034191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.4975176460512,0,0,0.92401144560142,0,0,0,0,0,0,0,0,0,0.498973012414631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870020964360587,0,0,0,0.812470835346417,0,"wai",0,0,0,0.0628930817610063,1.69412945457049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934294269144795,0,0,0,0,0.390698255971173,0,0.0555555555555556,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0,0,0,0,12.9675810473815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99501246882793,0,0,0,0,0,0,0,0,0,7.23192019950125,0,0,0,0,0,0,0,0,0,0,0,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99501246882793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98254364089776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4713216957606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-100,400]",0,0,0,0,0,0.498753117206983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23441396508728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.6608478802993,0,0,0,0,0,0,0,0,2.49376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.47630922693267,0,0,0,0,0,0.249376558603491,0,0,0,0,0,0,0,0,0,0,0.249376558603491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498753117206983,0,1.99501246882793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yac",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0.178009883198562,0.412735849056604,0,0,0.236972147349506,0.294811320754717,0,0,0,0,0,0.119047619047619,0,0,0,0,0,0,0,0.473944294699012,0,0,0,0,0,0.0589622641509434,0,0,0,0.354896675651393,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0.119047619047619,0.117924528301887,0,0,0,0.119047619047619,0,0,0.236972147349506,0,0,0,0,0,0,0,0,0,9.83490566037736,0,0,0.295934411500449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4391284815813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295934411500449,0,0,0,0,0.117924528301887,0,0,0,0,0,8.32547169811321,0,0.53515274034142,0,0,0.0589622641509434,0,0,0,0,0.17688679245283,0,0,0,0,0,0,0,"(-100,400]",0,0,0,0,0,0,0,0,0,0,0.297057502246181,0,0,0,0.119047619047619,0,0,0,0,0,0,0,0.0589622641509434,0,0.117924528301887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6329739442947,0,0,0,0,0.119047619047619,0,0.17688679245283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117924528301887,0,0,0,0,0,0,0,0.0589622641509434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2577493261456,0,0,0,0,0,0,0,0,0.473944294699012,0,0,0,0,0,0,0,0.0589622641509434,0,0,0,0,0,0,5.38578167115903,0,0,0,0,0.475067385444744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714285714,0,0,0.472821203953279,0,0,0,0,0,0,0.17688679245283,0.0589622641509434,0,0,0,0,0,0,0,0,0,0,"ava",0,0,0.119047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0.0589622641509434,0,0,0,0.95125786163522,0,0,0,0,0,0,0,0,0.0589622641509434,0.17688679245283,0,0,0.0589622641509434,0,0,0,0
"5",0,0.139276438618401,0,0,0,0,0,0,0,0.0262881177707676,0,0,0,0,0,0,0,0,0,0.0292654375182909,0,0,0,0,0,0,0,0,0.59753566497254,0,0,0,0,0,0,0.847093818595487,0,0,0.166112611128172,0,0,0,0,0,0,0.136847173609881,0,0,0,0,160,0,0,0,0.0275027502750275,0,0,0,0,0.928664777750877,0,0,0,0,0,0,0.0262881177707676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275027502750275,0,0,2.07578135611896,0,0,2.17850456219351,0,0,0,0,0,0,0,0,76.3316571587586,0,0,0,0.656066540009122,0,0.0525762355415352,0,0,0,0,0,0,0,0,0,0,0,0,0.0275027502750275,0,0,0,0,0,0,0,0,0,0.0262881177707676,0.0537908680457951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-100,400]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388326832284406,0.0262881177707676,0,0,0,0,0,0,0,0,0,0,0,0.0292654375182909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495908568375996,0,0,0,0,0,0,0.0537908680457951,0,0,0.556868708421098,0,0.0292654375182909,0,0,0,0,0,0,0,0.160157971633125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132655221358098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262881177707676,0,0,0,0,0,10.040959242256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109344423334854,0.849523083604007,0,0.0292654375182909,0,0,0,0,1.10425740286062,0,0,0,0,0,0,0,0,0,0.0292654375182909,0,0,0,0,0,0,0,0,0,0,0,0,0.0262881177707676,0,0,0,0,0.0860336253116093,0,0,0,0,0,0,0,0,0,0,0.0292654375182909,0,0,0,0,0,0,"bon",0,0,0.0275027502750275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083056305564086,0,0,0.275575557489279,0,0,0,0,0,0,0,0,0,1.05630265128362,0,0,0,0,0,0,0
"6",0,3.7463976945245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576368876080692,0,0,0,0,0,0,0,0,0,0,0.288184438040346,1.72910662824208,0,0,1.72910662824208,0,0,0.576368876080692,0,0,0,0,0,0,0.864553314121038,0,0,0,0,83,0,0,0,0.288184438040346,0,0,0,0,0,0,0,0,0,0,0,0.288184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15273775216138,0,0,0,5.47550432276657,0,0,0.288184438040346,0,0,0,0,0,0,0,0,0,0,0,6.34005763688761,12.6801152737752,0,0,0,0,0,0,0,0,0.864553314121038,0,0,0,0,0,0.288184438040346,0.288184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576368876080692,0,0,0,0.576368876080692,0,0,0,0.288184438040346,0,"(-100,400]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288184438040346,0.288184438040346,0,0,0,0.288184438040346,0,0.288184438040346,0,0,0,0,0,0.288184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88184438040346,0,0,0,0,0,9.22190201729107,0,0,0.288184438040346,0,0,0,0,0,0,0.288184438040346,0,0,0,0,0,0,1.44092219020173,0,0,0,0,0,0,0,0,0,0,0,0.864553314121038,0.576368876080692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288184438040346,0,0.576368876080692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576368876080692,0.864553314121038,0,0.288184438040346,0,0,0.576368876080692,0,3.45821325648415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288184438040346,0,0.576368876080692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34005763688761,0,0,0,0,0,0,0,30.2593659942363,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111358574610245,0,0,0,1.87609027175881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111358574610245,0,0,0,0,0,0,0,0,0,0.246305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.1514586327581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111358574610245,0,0,0,0,0,0,0,0,0,0,0.111358574610245,0,0,0.22271714922049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(400,900]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79637289214127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66815144766147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0103349534269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7085587018772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111358574610245,0,0.123152709359606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ngo",0,0,0,0,0,0,0,0,0,0.357663993329457,0,0,0,0,0,0,0,0,0,5.28240095669633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623441396508728,0,0,0,0.382643993857294,0,0.718583646676141,0,0,0,0.572322598703413,0,0,0,0,0,0.0348189415041783,0.108407882417765,0,0,0,0,0,0,0,0,0,0,646.25,0,0.0659630606860158,0,0,0,0,0,0,0.104456824512535,0,0,0,0,0,0,15.3808948366841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76628188117215,0,0,43.1885870645872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124688279301746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348189415041783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187032418952618,0,"(400,900]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43603100584696,0,0.0659630606860158,0.127334465195246,0,0,0,0,0,0,0,5.29626379101306,0,0,0,0,0,0.0696378830083565,0,0,0,0,0,0,0,10.0103135061845,0,0,0.0424448217317487,0,0,0,0,0.0348189415041783,0,0,0,0,0.124688279301746,0,0,0,0,0,0,0,0,1.76748350095944,0,0,0,0,0,0.580921214072626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424448217317487,0,0,0,0,0,0,0,0.0659630606860158,0.0424448217317487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3188322702874,0.0348189415041783,0,0,0,0,0.14723378311437,0,0,0,0,0,0,0.104456824512535,0,0.0659630606860158,0,0.100782002190194,0,0,6.16898362208818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424448217317487,0.244396864269421,0,0,0,0,0,0,0,0,0,0,0.0696378830083565,"plu",0.0659630606860158,0.197889182058048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59770114942529,0,0,0,0,0,0,0,0,0,0,0,0,0.574712643678161,0,492.9,0,0,0,0,0,0,0,0,0,0,0,0,6.32183908045977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574712643678161,0,0,0,0,0,0,0,0.28735632183908,1.4367816091954,0,0,0,0,0,2.01149425287356,0,0,0,0,9.48275862068965,0,0,0,0,2.01149425287356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(400,900]",0,0,0,0,0,0,0.862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574712643678161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28735632183908,0,0,0,3.16091954022989,0,0,1.14942528735632,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4367816091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862068965517241,0,0,0.28735632183908,0,0,0,0,0,0,0,0,0.28735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.632183908046,0,0,0,0,0,0,0,0,0,0,0,0,0.862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28735632183908,0,"wai",0,0,0,0,0.28735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7126436781609,0,0,0,0,0,0,1.14942528735632,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0,0,0,0.152439024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1147669645013,0,0,0,0,0,0,0,0,0,1.25724462690171,0,0,0,0,0,0,0,0,0,0,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676165177493359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22856797874909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.78779280367061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(400,900]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152439024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06689205505916,0,0,0,0,0,0,0,0,0,0,0,6.89597923206955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.533264911857,0,0.152439024390244,0,0,0,0.952366578121227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152439024390244,0,5.75344119777832,0,0,0.123762376237624,0,0,0,0,0,0,0,0,0,0,0,"yac",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
