"","Cal_yrs_BP","min","max","site","Acacia","Acalypha","Acalypha comp.","Acanthaceae","Achyranthes","Acronychia comp.","Acrostichum","Agathis","Agathis australis","Albizia","Aleurites","Alphitonia","Alternanthera","Altingia sp.","Alyxia sp.","Alyxia Type","Amaranthaceae","Amaranthus","Ambrosia Type","Anacardiaceae","Anacolosa","Annonaceae","Anthoceros","Antidesma sp.","Antidesma Type","Antirhea","Apiaceae","Apiaceae undiff.","Apium prostratum","Apium sim./Umbelliferae comp.","Apocynaceae","Apocynaceae undiff.","Apodytes clusiifolia","Araceae","Araceae undiff.","Araliaceae","Araliaceae undiff.","Araliaceae?","Araucaria","Ardisia","Arecaceae","Arecaceae incertae sedis","Arecaceae undiff.","Argophyllum Type","Aristotelia","Arytera","Arytera Type","Ascarina","Ascarina lanceolata","Ascarina lucida","Aspleniaceae","Asplenium","Astelia","Asteraceae","Asteraceae undiff.","Asteroideae","Asteroideae undiff.","Austrobuxus","Austrobuxus buxoides Type","Austrobuxus Type","Avicennia marina","Baccaurea","Balanops","Barringtonia","Barringtoniaceae","Beauprea?","Bignoniaceae","Bischofia","Blechnaceae","Blechnum","Blechnum comp.","Blyxa comp.","Bombacaceae undiff.","Brassicaceae","Brassicaceae Type","Bruguiera sim.","Burseraceae","Callitriche","Calophyllum","Calophyllum?","Calycosia","Calystegia","Canarium","Canavalia","Canavalia Type","Cardiospermum","Carex","Carpolepis Type","Caryophyllaceae","Casuarina","Casuarinaceae","Celtis","Celtis/Moraceae/Trema","Cerberiopsis","cf. Ailanthus","cf. Anacardiaceae undiff.","cf. Araliaceae","cf. Blechnum","cf. Calamus","cf. Canthium","cf. Celtis","cf. Clerodendrum","cf. Clethra","cf. Cordyline","cf. Cupaniopsis","cf. Cycas","cf. Desmodium","cf. Diospyros","cf. Entada","cf. Geraniaceae","cf. Hedycarya","cf. Hydrocotyle","cf. Maesa","cf. Maniltoa","cf. Maytenus","cf. Melochia","cf. Neonauclea","cf. Onagraceae","cf. Pemphis","cf. Pleiogynium","cf. Pteridium","cf. Quintinia","cf. Rosaceae","cf. Rubus","cf. Senna","cf. Sterculia","cf. Streblus","cf. Vitex","Chenopodiaceae","Cichorioideae","Citronella Type","Claoxylon","Cleistocalyx","Clematis","Cocos","Cocos nucifera","Codia","Collospermum","Colocasia","Colocasia esculenta","Colocasia Type","Combretaceae/Melastomataceae","Commelina","Commersonia","Compositae (Liguliflorae)","Compositae (Tubuliflorae)","Compositae Tubuliflorae","Convolvulaceae","Coprosma","Cordyline","Coriaria","Corynocarpus","Cucurbitaceae","Cunoniaceae","Cunoniaceae/Elaeocarpaceae","Cupaniopsis","Cupaniopsis Type","Cuphea","Cyathea","Cyatheaceae","Cyatheaceae undiff.","Cyathula comp.","Cyclophyllum barbatum","Cyperaceae","Cyperaceae undiff.","Cyperus","Cyperus comp.","Cyrtandra","Dacrycarpus","Dacrycarpus dacrydioides","Dacrydium","Dacrydium cupressinum","Decaspermum","Desmodium","Desmodium Type?","Dianella","Dicksonia","Dicranopteris","Dicranopteris linearis","Dillenia","Dilleniaceae","Diospyros","Dodonaea","Dodonaea type","Dodonaea Type","Dodonaea viscosa","Dolicholobium","Dracaena","Dryopteridaceae/Polypodiaceae","Dysoxylum","Dysoxylum sp.","Elaeocarpaceae","Elaeocarpus","Elaeocarpus comp.","Elaeocarpus sp.","Elaeocarpus?","Elattostachys","Eleocharis","Eleocharis comp.","Embelia","Endospermum","Epacridaceae","Epacrideae","Erythrina","Erythrina variegata","Escalloniaceae","Euodia","Euphorbia","Euphorbia comp. serpens sim.","Euphorbia sim.","Euphorbia?","Euphorbiaceae","Euphorbiaceae Type","Euphorbiaceae undiff.","Euroschinus Type","Excoecaria","Excoecaria comp.","Excoecaria sim.","Excoecaria/Homalanthus","Exocarpos","Fabaceae","Fabaceae undiff.","Fagraea","Ficus","Fimbristylis","Flacourtiaceae","Flagellaria","Flagellariaceae","Freycinetia","Freycinetia comp.","Freycinetia sp.","Fuscospora","Garcinia","Gardenia","Garuga","Geniostoma","Geniostoma Type","Geranium retrorsum group","Gesneriaceae","Glochidion","Glochidion Type","Gonocarpus","Goodeniaceae","Gramineae","Grevillea Type","Grewia","Guettarda","Guioa","Gunneraceae undiff.","Guttiferae","Gymnosporia","Gymnostoma","Haloragaceae","Haloragis","Haloragis sim.","Hedycarya","Hedycarya Type","Heritiera","Hernandia","Hibbertia","Hibbertia Type","Hibiscus","Histiopteris incisa","Homalanthus","Homalanthus cf. stokesii","Homalanthus Type","Homalium","Hymenophyllaceae","Hymenophyllaceae comp.","Hymenophyllum","Hypolepis","Ilex","Inocarpus?","Ipomoea","Ipomoea cf. batatas","Ixora","Ixora?","Jasminum","Joinvillea","Juncus","Kermadecia/Stenocarpus","Knightia","Labiatae Type","Lauraceae","Laurelia","Leea","Legumes","Leguminosae","Lepironia comp.","Lepisorus sim.","Leptospermum","Leucas comp.","Libocedrus","Liliaceae","Liliaceae Type","Limnanthemum","Longetia buxoides Type","Lonicera Type?","Loranthaceae","Loranthaceae?","Loranthus insularum","Ludwigia","Lumnitzera","Lycopodiaceae","Lycopodiella cernua","Lycopodiella cernua type","Lycopodiella lateralis","Lycopodium","Lycopodium scariosum","Lygodium","Lythrum","Macaranga","Macaranga comp.","Macaranga/Mallotus","Machaerina","Maesa","Maesa sim.","Mallotus","Mallotus comp.","Malpighiaceae","Malvaceae","Malvaceae undiff.","Marattiaceae","Maytenus","Medinilla comp.","Medusanthera Type?","Melaleuca","Melastoma","Melastomataceae","Melastomataceae undiff.","Melastomataceae/Sapotaceae","Meliaceae","Meliaceae/Sapotaceae","Melicope","Melicytus","Melochia","Menispermaceae Type","Meryta","Metrosideros","Metroxylon","Metroxylon vitiense","Microsorum","Momordica comp.","Moraceae","Moraceae/Urticaceae","Moraceae/Urticaceae undiff.","Morinda comp.","Muehlenbeckia","Mussaenda","Myoporum","Myoporum rapense","Myriophyllum","Myristica","Myrsinaceae","Myrsine","Myrsine sp.","Myrtaceae","Myrtaceae undiff.","Neocallitropsis","Neomyrtus Type","Neonauclea","Neonauclea comp.","Neonauclea Type?","Nepenthes","Nertera Type","Nestegis","Neuburgia","Nothofagus","Nymphoides","Nymphoides comp.","Nymphoides indica","Olacaceae","Oleaceae","Olearia colensoi","Omalanthus","Onagraceae","Ophioglossum","Ophiorrhiza","Orchidaceae","Oxalis","Paesia","Palaquium","Palmae","Palms","Pandanaceae","Pandanus","Pandanus krauelianus Type","Pandanus sp.","Pandanus tectorius","Pandanus tectorius Type","Pandanus Type","Papilionaceae","Parasponia","Parinari","Parinari comp.","Parsonsia","Passifloraceae Type","Pellaea","Pemphis comp.","Phaleria","Phlegmariurus varius","Phormium","Phyllanthaceae","Phyllanthus","Phyllanthus Type","Phyllocladus","Phytolaccaceae","Pinaceae","Pinus","Piper","Piperaceae","Piperaceae Type","Pisonia","Pittosporum","Pittosporum?","Planchonella","Planchonella Type","Plantago","Plantago comp.","Plantago lanceolata comp.","Plerandra","Poaceae","Poaceae undiff.","Podocarpaceae","Podocarpaceae undiff.","Podocarpus","Polygala","Polygonaceae","Polygonum","Polypodiaceae","Polypodiales","Polypodium","Polyscias","Portulacaceae","Potamogeton","Potamogeton comp.","Premna comp.","Proteaceae","Prumnopitys ferruginea","Prumnopitys taxifolia","Pseudodiphasium volubile","Pseudopanax arboreus","Psidium guajava","Psilotum","Psychotria","Psychotria Type","Pteridaceae","Pteridium","Pteridium esculentum","Pteris","Pteris berteroana","Pteris tremula","Pyrrosia","Quintinia","Quintinia comp.","Randia","Ranunculaceae","Ranunculus","Rapanea","Rauvolfia","Rhamnaceae","Rhamnaceae undiff.","Rhizophora","Rhizophoraceae","Rhopalostylis sapida","Rhus","Rosaceae","Rosaceae undiff.","Rubiaceae","Rubiaceae undiff.","Rubiaceae?","Rubus comp.","Rumex","Rumex sp.","Rutaceae","Rutaceae undiff.","Rutaceae?","Salacia","Sapindaceae","Sapindaceae Type","Sapindaceae undiff.","Sapotaceae","Sapotaceae undiff.","Saurauia","Scaevola","Scaevola comp.","Scaevola taccada","Schefflera","Schefflera comp.","Schefflera sim.","Schizaea","Schoenus","Scirpus comp.","Selaginella","Selaginella kraussiana","Selaginella sp.","Sigesbeckia orientalis","Simaroubaceae","Sloanea","Smilax?","Solanaceae","Solanaceae undiff.","Solanum","Solanum Type","Sonchus cf. asper","Sonchus cf. kirkii","Sonneraticeae","Sophora","Sophora tomentosa","Soulamea Type","Spathodea Type","Sphaerostephanos","Sphenomeris Type","Stachytarpheta","Stenochlaena","Stenochlaena palustris","Sterculiaceae","Streblus","Symplocos","Syzygium","Syzygium comp.","Tapeinosperma","Tapeinosperma Type","Terminalia","Terminalia Type?","Thelypteridaceae","Tiliaceae undiff.","Tiliaceae?","Timonius","Tournefortia comp.","Trema","Trema sp.","Trema?","Trifolium","Triumfetta","Triumfetta sp.","Turrillia","Typha","Typha angustifolia sim.","Typha latifolia","Typha orientalis","Typha?","Ulex europaeus","Ulmaceae","Urena","Urticaceae","Verbenaceae","Veronica","Vigna","Violaceae Type","Violaceae?","Vitaceae","Vitex lucens","Weinmannia","Weinmannia sp.","Wikstroemia Type","Xanthomyrtus"
"V1",-58.5,-64.5,-52.5,"wait",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V2",-47,-50,-44,"avai",0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0
"V3",-37,-50,-12,"yaca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-34,-37,-31,"bona",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"V5",-32.4,-40.1,-24.7,"tuko",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",-25.9,-36.5,-15.3,"wait",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V7",-21,-45,22,"voli",0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,24,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V8",-12.7,-22.9,-2.5,"tuko",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
