depth	min	max	median	mean
553	21973	30130	27669	27204
554	22017	30156	27700	27238
555	22099	30180	27732	27273
556	22149	30217	27764	27308
557	22227	30236	27797	27343
558	22272	30268	27833	27378
559	22319	30306	27869	27413
560	22364	30331	27902	27448
561	22402	30346	27929	27482
562	22433	30396	27965	27515
563	22485	30429	27989	27549
564	22529	30452	28021	27582
565	22540	30475	28060	27616
566	22551	30508	28093	27650
567	22564	30533	28132	27683
568	22582	30562	28160	27717
569	22617	30582	28197	27750
570	22634	30611	28227	27784
571	22663	30645	28256	27819
572	22689	30673	28286	27854
573	22728	30702	28318	27889
574	22771	30736	28349	27924
575	22815	30773	28386	27959
576	22879	30808	28424	27994
577	22905	30854	28459	28029
578	22929	30892	28496	28064
579	22955	30933	28535	28099
580	22980	30978	28573	28134
581	23038	30996	28609	28169
582	23068	31014	28639	28204
583	23118	31043	28666	28239
584	23160	31065	28697	28274
585	23188	31095	28724	28309
586	23223	31125	28757	28344
587	23254	31158	28794	28379
588	23317	31202	28825	28414
589	23340	31228	28857	28450
590	23349	31257	28888	28485
591	23407	31286	28923	28519
592	23456	31311	28959	28554
593	23489	31335	28996	28588
594	23501	31354	29024	28622
595	23548	31390	29054	28657
596	23574	31419	29092	28691
597	23601	31443	29130	28726
598	23644	31471	29167	28760
599	23666	31490	29200	28795
600	23688	31521	29235	28829
601	23766	31549	29271	28865
602	23783	31589	29302	28900
603	23806	31623	29344	28935
604	23822	31660	29384	28971
605	23863	31696	29418	29006
606	23899	31731	29456	29041
607	23952	31771	29485	29077
608	24009	31806	29519	29112
609	24058	31831	29551	29147
610	24112	31868	29590	29182
611	24131	31900	29622	29217
612	24162	31933	29659	29252
613	24181	31952	29697	29287
614	24191	31966	29734	29322
615	24241	31989	29775	29357
616	24251	32025	29814	29392
617	24277	32055	29861	29427
618	24308	32086	29898	29462
619	24368	32113	29933	29497
620	24383	32144	29971	29532
621	24386	32168	30005	29564
622	24410	32189	30031	29596
623	24443	32210	30074	29628
624	24481	32230	30109	29660
625	24520	32259	30138	29692
626	24568	32282	30158	29724
627	24584	32306	30190	29756
628	24635	32343	30219	29788
629	24673	32383	30252	29820
630	24722	32412	30277	29852
631	24784	32438	30310	29880
632	24813	32455	30343	29908
633	24836	32482	30371	29936
634	24848	32516	30409	29964
635	24875	32552	30431	29992
636	24940	32562	30456	30020
637	25005	32601	30485	30048
638	25069	32635	30508	30076
639	25134	32673	30530	30104
640	25168	32702	30554	30132
641	25182	32725	30585	30159
642	25191	32746	30610	30187
643	25200	32766	30640	30214
644	25209	32788	30663	30241
645	25218	32808	30685	30269
646	25250	32840	30711	30296
647	25287	32870	30744	30324
648	25311	32894	30766	30351
649	25363	32921	30788	30378
650	25393	32948	30809	30406
651	25407	32969	30838	30433
652	25450	32992	30866	30460
653	25466	33016	30897	30488
654	25493	33041	30928	30515
655	25514	33069	30962	30543
656	25548	33099	30988	30570
657	25588	33129	31016	30597
658	25634	33158	31039	30625
659	25656	33183	31069	30652
660	25707	33215	31095	30679
661	25756	33234	31125	30707
662	25762	33253	31146	30734
663	25787	33272	31175	30761
664	25851	33285	31201	30789
665	25891	33308	31231	30816
666	25943	33334	31262	30843
667	25989	33361	31291	30871
668	26024	33385	31314	30898
669	26059	33420	31342	30926
670	26076	33448	31370	30953
671	26104	33469	31401	30979
672	26136	33500	31425	31006
673	26142	33518	31459	31033
674	26178	33542	31488	31059
675	26214	33571	31518	31086
676	26248	33592	31541	31113
677	26261	33622	31566	31139
678	26278	33643	31598	31166
679	26318	33674	31625	31192
680	26341	33703	31656	31219
681	26359	33722	31679	31247
682	26393	33753	31705	31275
683	26399	33782	31728	31303
684	26426	33813	31751	31331
685	26487	33835	31775	31359
686	26518	33852	31800	31387
687	26532	33884	31819	31415
688	26541	33916	31843	31443
689	26553	33946	31870	31471
690	26580	33968	31891	31499
691	26600	33982	31919	31527
692	26657	33999	31945	31555
693	26684	34026	31977	31583
694	26703	34051	32001	31611
695	26722	34074	32032	31639
696	26746	34108	32064	31667
697	26827	34130	32095	31694
698	26845	34164	32132	31722
699	26857	34203	32154	31750
700	26869	34235	32179	31778
701	26897	34246	32209	31805
702	26926	34275	32231	31833
703	26942	34294	32260	31860
704	26980	34307	32284	31887
705	27017	34323	32321	31914
706	27052	34348	32348	31941
707	27056	34364	32369	31969
708	27122	34388	32393	31996
709	27149	34412	32423	32023
710	27184	34446	32454	32050
711	27210	34470	32481	32078
712	27244	34489	32500	32106
713	27282	34512	32525	32135
714	27331	34529	32555	32163
715	27377	34548	32584	32191
716	27432	34570	32612	32219
717	27482	34596	32633	32247
718	27525	34611	32659	32275
719	27545	34646	32686	32303
720	27565	34685	32713	32331
721	27578	34694	32746	32359
722	27615	34703	32769	32387
723	27635	34725	32803	32414
724	27653	34738	32825	32442
725	27672	34763	32845	32470
726	27690	34792	32882	32498
727	27708	34815	32905	32525
728	27726	34849	32931	32553
729	27760	34870	32958	32581
730	27768	34893	32987	32609
731	27811	34914	33015	32637
732	27850	34947	33043	32665
733	27904	34980	33077	32693
734	27929	34998	33104	32722
735	27933	35029	33132	32750
736	27963	35047	33160	32778
737	28000	35080	33187	32806
738	28015	35105	33220	32834
739	28043	35125	33249	32863
740	28082	35160	33282	32891
741	28119	35170	33302	32918
742	28192	35180	33335	32945
743	28204	35206	33365	32972
744	28213	35240	33391	33000
745	28230	35266	33417	33027
746	28249	35286	33446	33054
747	28256	35318	33487	33081
748	28281	35342	33517	33108
749	28294	35377	33540	33136
750	28314	35406	33561	33163
751	28352	35420	33591	33190
752	28367	35444	33620	33217
753	28407	35462	33649	33244
754	28471	35485	33676	33271
755	28521	35508	33706	33298
756	28569	35535	33745	33325
757	28611	35558	33773	33353
758	28639	35585	33801	33380
759	28658	35603	33823	33407
760	28676	35626	33846	33434
761	28690	35647	33873	33459
762	28741	35669	33901	33484
763	28743	35698	33921	33509
764	28744	35721	33947	33535
765	28746	35748	33970	33560
766	28777	35769	33995	33585
767	28826	35789	34018	33610
768	28859	35815	34045	33635
769	28910	35840	34075	33660
770	28947	35857	34092	33685
771	28962	35869	34118	33708
772	28982	35895	34134	33730
773	29002	35911	34150	33752
774	29022	35942	34173	33775
775	29042	35967	34189	33797
776	29051	35975	34224	33820
777	29073	36004	34246	33842
778	29090	36024	34266	33864
779	29108	36055	34286	33887
780	29131	36097	34310	33909
781	29149	36107	34336	33932
782	29173	36125	34354	33956
783	29218	36156	34378	33979
784	29264	36175	34407	34003
785	29309	36193	34428	34026
786	29354	36225	34449	34049
787	29395	36248	34467	34073
788	29420	36281	34479	34096
789	29439	36305	34505	34119
790	29456	36317	34528	34143
791	29481	36339	34548	34164
792	29505	36350	34566	34186
793	29531	36372	34586	34207
794	29558	36394	34608	34229
795	29567	36416	34625	34250
796	29575	36437	34647	34272
797	29590	36451	34671	34293
798	29612	36474	34691	34314
799	29633	36491	34712	34336
800	29655	36523	34732	34357
801	29705	36539	34749	34380
802	29726	36565	34771	34402
803	29753	36575	34803	34424
804	29774	36602	34823	34447
805	29809	36625	34847	34469
806	29849	36650	34868	34492
807	29880	36663	34889	34514
808	29907	36699	34910	34536
809	29923	36721	34925	34559
810	29952	36743	34948	34581
811	29987	36764	34974	34603
812	30019	36785	34991	34626
813	30036	36794	35018	34648
814	30054	36816	35038	34671
815	30072	36838	35064	34693
816	30089	36861	35086	34716
817	30134	36879	35106	34738
818	30162	36910	35122	34761
819	30190	36944	35149	34783
820	30227	36975	35168	34806
821	30252	36998	35187	34828
822	30253	37014	35207	34850
823	30296	37048	35227	34872
824	30341	37065	35244	34895
825	30360	37087	35260	34917
826	30378	37115	35280	34939
827	30415	37131	35306	34961
828	30438	37146	35331	34984
829	30474	37164	35348	35006
830	30488	37200	35371	35028
831	30518	37216	35396	35050
832	30530	37228	35417	35073
833	30549	37257	35438	35095
834	30569	37284	35459	35117
835	30603	37302	35482	35140
836	30631	37323	35505	35162
837	30649	37354	35527	35184
838	30660	37383	35546	35207
839	30706	37409	35569	35229
840	30734	37439	35592	35251
841	30751	37455	35609	35274
842	30760	37462	35626	35296
843	30768	37481	35645	35318
844	30784	37500	35667	35341
845	30791	37523	35688	35363
846	30815	37542	35712	35385
847	30828	37571	35731	35407
848	30848	37598	35755	35430
849	30876	37621	35774	35452
850	30884	37660	35795	35474
851	30920	37665	35817	35496
852	30954	37684	35840	35519
853	30975	37710	35861	35541
854	30997	37727	35882	35563
855	31012	37736	35909	35585
856	31018	37759	35930	35607
857	31034	37777	35958	35629
